"Broad_Category","Archive_Date","District","sum"
"Elementary","2025-01-17","Platte County School District 1",1
"Elementary","2025-01-17","Sublette County School District 1",1
"Elementary","2025-01-17","Uinta County School District 1",1
"Elementary","2025-01-24","Carbon County School District 2",1
"Elementary","2025-01-24","Fremont County School District 1",1
"Elementary","2025-01-24","Fremont County School District 21",1
"Elementary","2025-01-24","Fremont County School District 25",4
"Elementary","2025-01-24","Fremont County School District 38",1
"Elementary","2025-01-24","Hot Springs County School District 1",1
"Elementary","2025-01-24","Laramie County School District 1",3
"Elementary","2025-01-24","Niobrara County School District 1",1
"Elementary","2025-01-24","Sublette County School District 1",1
"Elementary","2025-01-24","Uinta County School District 1",1
"Elementary","2025-01-31","Carbon County School District 2",1
"Elementary","2025-01-31","Fremont County School District 1",2
"Elementary","2025-01-31","Fremont County School District 21",1
"Elementary","2025-01-31","Fremont County School District 25",5
"Elementary","2025-01-31","Fremont County School District 38",1
"Elementary","2025-01-31","Hot Springs County School District 1",1
"Elementary","2025-01-31","Laramie County School District 1",2
"Elementary","2025-01-31","Niobrara County School District 1",1
"Elementary","2025-01-31","Sublette County School District 9",1
"Elementary","2025-01-31","Uinta County School District 1",1
"Elementary","2025-02-07","Carbon County School District 1",1
"Elementary","2025-02-07","Carbon County School District 2",1
"Elementary","2025-02-07","Converse County School District 1",1
"Elementary","2025-02-07","Crook County School District 1",1
"Elementary","2025-02-07","Fremont County School District 1",2
"Elementary","2025-02-07","Fremont County School District 21",1
"Elementary","2025-02-07","Fremont County School District 25",6
"Elementary","2025-02-07","Fremont County School District 38",1
"Elementary","2025-02-07","Hot Springs County School District 1",1
"Elementary","2025-02-07","Laramie County School District 1",2
"Elementary","2025-02-07","Niobrara County School District 1",1
"Elementary","2025-02-07","Park County School District 1",1
"Elementary","2025-02-07","Sublette County School District 9",1
"Elementary","2025-02-07","Uinta County School District 1",1
"Elementary","2025-02-14","Big Horn School District 3",1
"Elementary","2025-02-14","Carbon County School District 1",1
"Elementary","2025-02-14","Carbon County School District 2",1
"Elementary","2025-02-14","Converse County School District 1",1
"Elementary","2025-02-14","Crook County School District 1",4
"Elementary","2025-02-14","Fremont County School District 1",2
"Elementary","2025-02-14","Fremont County School District 21",1
"Elementary","2025-02-14","Fremont County School District 25",6
"Elementary","2025-02-14","Fremont County School District 38",1
"Elementary","2025-02-14","Hot Springs County School District 1",1
"Elementary","2025-02-14","Laramie County School District 1",5
"Elementary","2025-02-14","Lincoln County School District 1",1
"Elementary","2025-02-14","Lincoln County School District 2",1
"Elementary","2025-02-14","Natrona School District 1",1
"Elementary","2025-02-14","Niobrara County School District 1",1
"Elementary","2025-02-14","Park County School District 1",1
"Elementary","2025-02-14","Sheridan County School District 1",1
"Elementary","2025-02-14","Sublette County School District 9",1
"Elementary","2025-02-14","Uinta County School District 1",1
"Elementary","2025-02-14","Washakie County School District 1",1
"Elementary","2025-02-21","Big Horn School District 3",1
"Elementary","2025-02-21","Carbon County School District 1",2
"Elementary","2025-02-21","Carbon County School District 2",1
"Elementary","2025-02-21","Converse County School District 1",1
"Elementary","2025-02-21","Crook County School District 1",4
"Elementary","2025-02-21","Fremont County School District 1",2
"Elementary","2025-02-21","Fremont County School District 21",1
"Elementary","2025-02-21","Fremont County School District 25",5
"Elementary","2025-02-21","Fremont County School District 38",1
"Elementary","2025-02-21","Hot Springs County School District 1",1
"Elementary","2025-02-21","Laramie County School District 1",1
"Elementary","2025-02-21","Lincoln County School District 1",1
"Elementary","2025-02-21","Lincoln County School District 2",1
"Elementary","2025-02-21","Natrona School District 1",1
"Elementary","2025-02-21","Niobrara County School District 1",1
"Elementary","2025-02-21","Park County School District 1",1
"Elementary","2025-02-21","Platte County School District 1",1
"Elementary","2025-02-21","Sheridan County School District 1",1
"Elementary","2025-02-21","Sheridan County School District 2",5
"Elementary","2025-02-21","Sublette County School District 9",1
"Elementary","2025-02-21","Teton County School District 1",4
"Elementary","2025-02-21","Uinta County School District 1",1
"Elementary","2025-02-21","Washakie County School District 1",1
"Elementary","2025-02-28","Campbell County School District 1",1
"Elementary","2025-02-28","Carbon County School District 1",2
"Elementary","2025-02-28","Carbon County School District 2",1
"Elementary","2025-02-28","Converse County School District 1",1
"Elementary","2025-02-28","Converse County School District 2",2
"Elementary","2025-02-28","Crook County School District 1",4
"Elementary","2025-02-28","Fremont County School District 1",2
"Elementary","2025-02-28","Fremont County School District 21",1
"Elementary","2025-02-28","Fremont County School District 38",1
"Elementary","2025-02-28","Hot Springs County School District 1",1
"Elementary","2025-02-28","Laramie County School District 1",1
"Elementary","2025-02-28","Laramie County School District 2",2
"Elementary","2025-02-28","Lincoln County School District 1",1
"Elementary","2025-02-28","Lincoln County School District 2",1
"Elementary","2025-02-28","Niobrara County School District 1",1
"Elementary","2025-02-28","Platte County School District 1",1
"Elementary","2025-02-28","Sheridan County School District 2",5
"Elementary","2025-02-28","Teton County School District 1",3
"Elementary","2025-02-28","Uinta County School District 1",1
"Elementary","2025-02-28","Washakie County School District 1",1
"Elementary","2025-03-07","Campbell County School District 1",8
"Elementary","2025-03-07","Carbon County School District 1",1
"Elementary","2025-03-07","Carbon County School District 2",1
"Elementary","2025-03-07","Converse County School District 1",1
"Elementary","2025-03-07","Converse County School District 2",2
"Elementary","2025-03-07","Crook County School District 1",3
"Elementary","2025-03-07","Fremont County School District 1",2
"Elementary","2025-03-07","Fremont County School District 21",1
"Elementary","2025-03-07","Fremont County School District 25",1
"Elementary","2025-03-07","Fremont County School District 38",1
"Elementary","2025-03-07","Hot Springs County School District 1",1
"Elementary","2025-03-07","Laramie County School District 2",1
"Elementary","2025-03-07","Lincoln County School District 1",1
"Elementary","2025-03-07","Lincoln County School District 2",1
"Elementary","2025-03-07","Niobrara County School District 1",1
"Elementary","2025-03-07","Platte County School District 1",1
"Elementary","2025-03-07","Sheridan County School District 2",6
"Elementary","2025-03-07","Teton County School District 1",3
"Elementary","2025-03-07","Uinta County School District 1",1
"Elementary","2025-03-07","Washakie County School District 1",1
"Elementary","2025-03-14","Albany County School District 1",1
"Elementary","2025-03-14","Big Horn School District 2",1
"Elementary","2025-03-14","Big Horn School District 3",3
"Elementary","2025-03-14","Campbell County School District 1",11
"Elementary","2025-03-14","Carbon County School District 1",1
"Elementary","2025-03-14","Converse County School District 1",2
"Elementary","2025-03-14","Converse County School District 2",2
"Elementary","2025-03-14","Crook County School District 1",3
"Elementary","2025-03-14","Fremont County School District 1",2
"Elementary","2025-03-14","Fremont County School District 21",1
"Elementary","2025-03-14","Fremont County School District 25",1
"Elementary","2025-03-14","Fremont County School District 38",1
"Elementary","2025-03-14","Hot Springs County School District 1",1
"Elementary","2025-03-14","Laramie County School District 1",12
"Elementary","2025-03-14","Laramie County School District 2",2
"Elementary","2025-03-14","Lincoln County School District 1",1
"Elementary","2025-03-14","Lincoln County School District 2",1
"Elementary","2025-03-14","Natrona School District 1",5
"Elementary","2025-03-14","Niobrara County School District 1",1
"Elementary","2025-03-14","Platte County School District 1",1
"Elementary","2025-03-14","Sheridan County School District 2",4
"Elementary","2025-03-14","Sweetwater County School District 1",1
"Elementary","2025-03-14","Sweetwater County School District 2",1
"Elementary","2025-03-14","Teton County School District 1",3
"Elementary","2025-03-14","Uinta County School District 1",1
"Elementary","2025-03-21","Albany County School District 1",1
"Elementary","2025-03-21","Big Horn School District 2",1
"Elementary","2025-03-21","Big Horn School District 3",3
"Elementary","2025-03-21","Campbell County School District 1",11
"Elementary","2025-03-21","Carbon County School District 1",1
"Elementary","2025-03-21","Converse County School District 1",2
"Elementary","2025-03-21","Converse County School District 2",2
"Elementary","2025-03-21","Crook County School District 1",2
"Elementary","2025-03-21","Fremont County School District 1",2
"Elementary","2025-03-21","Fremont County School District 14",1
"Elementary","2025-03-21","Fremont County School District 21",1
"Elementary","2025-03-21","Fremont County School District 24",1
"Elementary","2025-03-21","Fremont County School District 38",1
"Elementary","2025-03-21","Hot Springs County School District 1",1
"Elementary","2025-03-21","Laramie County School District 1",12
"Elementary","2025-03-21","Laramie County School District 2",1
"Elementary","2025-03-21","Lincoln County School District 1",1
"Elementary","2025-03-21","Lincoln County School District 2",1
"Elementary","2025-03-21","Natrona School District 1",5
"Elementary","2025-03-21","Niobrara County School District 1",1
"Elementary","2025-03-21","Platte County School District 1",1
"Elementary","2025-03-21","Sheridan County School District 2",4
"Elementary","2025-03-21","Sweetwater County School District 1",1
"Elementary","2025-03-21","Sweetwater County School District 2",1
"Elementary","2025-03-21","Teton County School District 1",3
"Elementary","2025-03-21","Uinta County School District 1",1
"Elementary","2025-03-28","Albany County School District 1",1
"Elementary","2025-03-28","Big Horn School District 2",1
"Elementary","2025-03-28","Big Horn School District 3",3
"Elementary","2025-03-28","Big Horn School District 4",1
"Elementary","2025-03-28","Campbell County School District 1",3
"Elementary","2025-03-28","Carbon County School District 1",1
"Elementary","2025-03-28","Converse County School District 1",2
"Elementary","2025-03-28","Crook County School District 1",2
"Elementary","2025-03-28","Fremont County School District 1",2
"Elementary","2025-03-28","Fremont County School District 14",1
"Elementary","2025-03-28","Fremont County School District 21",1
"Elementary","2025-03-28","Fremont County School District 24",1
"Elementary","2025-03-28","Fremont County School District 38",1
"Elementary","2025-03-28","Hot Springs County School District 1",1
"Elementary","2025-03-28","Laramie County School District 1",14
"Elementary","2025-03-28","Laramie County School District 2",2
"Elementary","2025-03-28","Lincoln County School District 1",1
"Elementary","2025-03-28","Lincoln County School District 2",1
"Elementary","2025-03-28","Natrona School District 1",5
"Elementary","2025-03-28","Niobrara County School District 1",1
"Elementary","2025-03-28","Platte County School District 1",1
"Elementary","2025-03-28","Sheridan County School District 2",3
"Elementary","2025-03-28","Sweetwater County School District 1",1
"Elementary","2025-03-28","Sweetwater County School District 2",1
"Elementary","2025-03-28","Teton County School District 1",3
"Elementary","2025-03-28","Uinta County School District 1",1
"Elementary","2025-04-04","Albany County School District 1",1
"Elementary","2025-04-04","Big Horn School District 2",1
"Elementary","2025-04-04","Big Horn School District 3",3
"Elementary","2025-04-04","Campbell County School District 1",4
"Elementary","2025-04-04","Carbon County School District 1",1
"Elementary","2025-04-04","Converse County School District 1",2
"Elementary","2025-04-04","Crook County School District 1",2
"Elementary","2025-04-04","Fremont County School District 1",2
"Elementary","2025-04-04","Fremont County School District 14",1
"Elementary","2025-04-04","Fremont County School District 21",1
"Elementary","2025-04-04","Fremont County School District 38",1
"Elementary","2025-04-04","Hot Springs County School District 1",1
"Elementary","2025-04-04","Laramie County School District 1",15
"Elementary","2025-04-04","Laramie County School District 2",1
"Elementary","2025-04-04","Lincoln County School District 1",1
"Elementary","2025-04-04","Lincoln County School District 2",1
"Elementary","2025-04-04","Natrona School District 1",5
"Elementary","2025-04-04","Niobrara County School District 1",1
"Elementary","2025-04-04","Park County School District 16",1
"Elementary","2025-04-04","Platte County School District 1",1
"Elementary","2025-04-04","Sheridan County School District 1",1
"Elementary","2025-04-04","Sheridan County School District 2",2
"Elementary","2025-04-04","Sweetwater County School District 1",9
"Elementary","2025-04-04","Sweetwater County School District 2",1
"Elementary","2025-04-04","Teton County School District 1",3
"Elementary","2025-04-04","Uinta County School District 1",1
"Elementary","2025-04-11","Albany County School District 1",3
"Elementary","2025-04-11","Big Horn School District 2",1
"Elementary","2025-04-11","Big Horn School District 3",3
"Elementary","2025-04-11","Big Horn School District 4",1
"Elementary","2025-04-11","Campbell County School District 1",4
"Elementary","2025-04-11","Carbon County School District 1",1
"Elementary","2025-04-11","Converse County School District 1",1
"Elementary","2025-04-11","Crook County School District 1",1
"Elementary","2025-04-11","Fremont County School District 1",2
"Elementary","2025-04-11","Fremont County School District 21",1
"Elementary","2025-04-11","Fremont County School District 25",1
"Elementary","2025-04-11","Fremont County School District 38",1
"Elementary","2025-04-11","Hot Springs County School District 1",1
"Elementary","2025-04-11","Laramie County School District 1",10
"Elementary","2025-04-11","Laramie County School District 2",2
"Elementary","2025-04-11","Lincoln County School District 1",1
"Elementary","2025-04-11","Lincoln County School District 2",1
"Elementary","2025-04-11","Natrona School District 1",3
"Elementary","2025-04-11","Niobrara County School District 1",1
"Elementary","2025-04-11","Park County School District 16",1
"Elementary","2025-04-11","Platte County School District 1",1
"Elementary","2025-04-11","Sheridan County School District 1",1
"Elementary","2025-04-11","Sheridan County School District 2",1
"Elementary","2025-04-11","Sweetwater County School District 1",5
"Elementary","2025-04-11","Sweetwater County School District 2",1
"Elementary","2025-04-11","Teton County School District 1",3
"Elementary","2025-04-11","Uinta County School District 1",1
"Elementary","2025-04-18","Albany County School District 1",2
"Elementary","2025-04-18","Big Horn School District 2",1
"Elementary","2025-04-18","Big Horn School District 4",1
"Elementary","2025-04-18","Campbell County School District 1",4
"Elementary","2025-04-18","Carbon County School District 1",2
"Elementary","2025-04-18","Fremont County School District 1",2
"Elementary","2025-04-18","Fremont County School District 21",1
"Elementary","2025-04-18","Fremont County School District 38",1
"Elementary","2025-04-18","Hot Springs County School District 1",1
"Elementary","2025-04-18","Laramie County School District 1",7
"Elementary","2025-04-18","Laramie County School District 2",1
"Elementary","2025-04-18","Lincoln County School District 1",1
"Elementary","2025-04-18","Lincoln County School District 2",1
"Elementary","2025-04-18","Natrona School District 1",3
"Elementary","2025-04-18","Niobrara County School District 1",1
"Elementary","2025-04-18","Park County School District 16",1
"Elementary","2025-04-18","Sheridan County School District 1",1
"Elementary","2025-04-18","Sheridan County School District 2",1
"Elementary","2025-04-18","Sublette County School District 1",1
"Elementary","2025-04-18","Sweetwater County School District 1",3
"Elementary","2025-04-18","Sweetwater County School District 2",1
"Elementary","2025-04-18","Teton County School District 1",3
"Elementary","2025-04-18","Uinta County School District 1",1
"Elementary","2025-04-25","Albany County School District 1",3
"Elementary","2025-04-25","Big Horn School District 2",1
"Elementary","2025-04-25","Campbell County School District 1",4
"Elementary","2025-04-25","Carbon County School District 1",2
"Elementary","2025-04-25","Carbon County School District 2",1
"Elementary","2025-04-25","Converse County School District 2",1
"Elementary","2025-04-25","Fremont County School District 1",2
"Elementary","2025-04-25","Fremont County School District 21",1
"Elementary","2025-04-25","Fremont County School District 38",1
"Elementary","2025-04-25","Hot Springs County School District 1",1
"Elementary","2025-04-25","Laramie County School District 1",8
"Elementary","2025-04-25","Laramie County School District 2",1
"Elementary","2025-04-25","Lincoln County School District 1",1
"Elementary","2025-04-25","Natrona School District 1",3
"Elementary","2025-04-25","Park County School District 16",1
"Elementary","2025-04-25","Sheridan County School District 1",2
"Elementary","2025-04-25","Sheridan County School District 2",1
"Elementary","2025-04-25","Sublette County School District 1",1
"Elementary","2025-04-25","Sweetwater County School District 1",3
"Elementary","2025-04-25","Sweetwater County School District 2",1
"Elementary","2025-04-25","Teton County School District 1",3
"Elementary","2025-04-25","Uinta County School District 1",1
"Elementary","2025-05-02","Albany County School District 1",1
"Elementary","2025-05-02","Campbell County School District 1",4
"Elementary","2025-05-02","Carbon County School District 1",1
"Elementary","2025-05-02","Carbon County School District 2",1
"Elementary","2025-05-02","Converse County School District 2",1
"Elementary","2025-05-02","Fremont County School District 1",2
"Elementary","2025-05-02","Fremont County School District 38",1
"Elementary","2025-05-02","Hot Springs County School District 1",1
"Elementary","2025-05-02","Laramie County School District 1",11
"Elementary","2025-05-02","Laramie County School District 2",1
"Elementary","2025-05-02","Lincoln County School District 1",1
"Elementary","2025-05-02","Natrona School District 1",3
"Elementary","2025-05-02","Niobrara County School District 1",1
"Elementary","2025-05-02","Park County School District 16",1
"Elementary","2025-05-02","Sheridan County School District 1",2
"Elementary","2025-05-02","Sublette County School District 1",1
"Elementary","2025-05-02","Sweetwater County School District 1",6
"Elementary","2025-05-02","Teton County School District 1",5
"Elementary","2025-05-02","Uinta County School District 1",1
"Elementary","2025-05-09","Albany County School District 1",2
"Elementary","2025-05-09","Campbell County School District 1",4
"Elementary","2025-05-09","Carbon County School District 1",1
"Elementary","2025-05-09","Carbon County School District 2",1
"Elementary","2025-05-09","Converse County School District 2",1
"Elementary","2025-05-09","Fremont County School District 1",2
"Elementary","2025-05-09","Fremont County School District 25",1
"Elementary","2025-05-09","Fremont County School District 38",1
"Elementary","2025-05-09","Hot Springs County School District 1",1
"Elementary","2025-05-09","Laramie County School District 1",14
"Elementary","2025-05-09","Laramie County School District 2",1
"Elementary","2025-05-09","Lincoln County School District 1",1
"Elementary","2025-05-09","Natrona School District 1",4
"Elementary","2025-05-09","Niobrara County School District 1",1
"Elementary","2025-05-09","Park County School District 16",1
"Elementary","2025-05-09","Sheridan County School District 1",1
"Elementary","2025-05-09","Sheridan County School District 2",1
"Elementary","2025-05-09","Sublette County School District 1",1
"Elementary","2025-05-09","Sweetwater County School District 1",5
"Elementary","2025-05-09","Sweetwater County School District 2",1
"Elementary","2025-05-09","Teton County School District 1",5
"Elementary","2025-05-09","Uinta County School District 1",1
"Elementary","2025-05-16","Albany County School District 1",4
"Elementary","2025-05-16","Big Horn School District 1",1
"Elementary","2025-05-16","Campbell County School District 1",2
"Elementary","2025-05-16","Carbon County School District 1",1
"Elementary","2025-05-16","Carbon County School District 2",1
"Elementary","2025-05-16","Converse County School District 2",1
"Elementary","2025-05-16","Crook County School District 1",1
"Elementary","2025-05-16","Fremont County School District 1",2
"Elementary","2025-05-16","Fremont County School District 25",1
"Elementary","2025-05-16","Fremont County School District 38",1
"Elementary","2025-05-16","Hot Springs County School District 1",1
"Elementary","2025-05-16","Laramie County School District 1",11
"Elementary","2025-05-16","Lincoln County School District 1",1
"Elementary","2025-05-16","Natrona School District 1",5
"Elementary","2025-05-16","Niobrara County School District 1",1
"Elementary","2025-05-16","Sheridan County School District 2",2
"Elementary","2025-05-16","Sublette County School District 1",1
"Elementary","2025-05-16","Sweetwater County School District 1",8
"Elementary","2025-05-16","Sweetwater County School District 2",1
"Elementary","2025-05-16","Teton County School District 1",5
"Elementary","2025-05-16","Uinta County School District 1",1
"Elementary","2025-05-23","Albany County School District 1",5
"Elementary","2025-05-23","Campbell County School District 1",2
"Elementary","2025-05-23","Carbon County School District 1",1
"Elementary","2025-05-23","Carbon County School District 2",1
"Elementary","2025-05-23","Converse County School District 2",1
"Elementary","2025-05-23","Crook County School District 1",1
"Elementary","2025-05-23","Fremont County School District 1",2
"Elementary","2025-05-23","Fremont County School District 25",1
"Elementary","2025-05-23","Fremont County School District 38",1
"Elementary","2025-05-23","Hot Springs County School District 1",2
"Elementary","2025-05-23","Laramie County School District 1",12
"Elementary","2025-05-23","Lincoln County School District 1",1
"Elementary","2025-05-23","Natrona School District 1",5
"Elementary","2025-05-23","Niobrara County School District 1",1
"Elementary","2025-05-23","Park County School District 1",1
"Elementary","2025-05-23","Platte County School District 2",1
"Elementary","2025-05-23","Sheridan County School District 2",2
"Elementary","2025-05-23","Sublette County School District 1",1
"Elementary","2025-05-23","Sweetwater County School District 1",10
"Elementary","2025-05-23","Sweetwater County School District 2",1
"Elementary","2025-05-23","Teton County School District 1",4
"Elementary","2025-05-23","Uinta County School District 1",1
"Elementary","2025-05-30","Albany County School District 1",2
"Elementary","2025-05-30","Campbell County School District 1",2
"Elementary","2025-05-30","Carbon County School District 1",1
"Elementary","2025-05-30","Converse County School District 2",1
"Elementary","2025-05-30","Fremont County School District 1",2
"Elementary","2025-05-30","Fremont County School District 38",1
"Elementary","2025-05-30","Hot Springs County School District 1",2
"Elementary","2025-05-30","Laramie County School District 1",10
"Elementary","2025-05-30","Lincoln County School District 1",1
"Elementary","2025-05-30","Natrona School District 1",4
"Elementary","2025-05-30","Park County School District 1",1
"Elementary","2025-05-30","Platte County School District 2",1
"Elementary","2025-05-30","Sheridan County School District 2",1
"Elementary","2025-05-30","Sweetwater County School District 1",10
"Elementary","2025-05-30","Sweetwater County School District 2",1
"Elementary","2025-05-30","Teton County School District 1",4
"Elementary","2025-05-30","Uinta County School District 1",1
"Elementary","2025-06-06","Albany County School District 1",2
"Elementary","2025-06-06","Campbell County School District 1",3
"Elementary","2025-06-06","Fremont County School District 1",2
"Elementary","2025-06-06","Fremont County School District 38",1
"Elementary","2025-06-06","Goshen County School District 1",1
"Elementary","2025-06-06","Hot Springs County School District 1",2
"Elementary","2025-06-06","Laramie County School District 1",4
"Elementary","2025-06-06","Lincoln County School District 1",1
"Elementary","2025-06-06","Natrona School District 1",2
"Elementary","2025-06-06","Park County School District 1",1
"Elementary","2025-06-06","Park County School District 6",1
"Elementary","2025-06-06","Platte County School District 2",1
"Elementary","2025-06-06","Sheridan County School District 2",2
"Elementary","2025-06-06","Sweetwater County School District 1",7
"Elementary","2025-06-06","Sweetwater County School District 2",1
"Elementary","2025-06-06","Teton County School District 1",3
"Elementary","2025-06-06","Uinta County School District 1",1
"Elementary","2025-06-13","Albany County School District 1",2
"Elementary","2025-06-13","Campbell County School District 1",4
"Elementary","2025-06-13","Fremont County School District 38",1
"Elementary","2025-06-13","Goshen County School District 1",1
"Elementary","2025-06-13","Hot Springs County School District 1",2
"Elementary","2025-06-13","Laramie County School District 1",2
"Elementary","2025-06-13","Lincoln County School District 1",1
"Elementary","2025-06-13","Lincoln County School District 2",1
"Elementary","2025-06-13","Natrona School District 1",2
"Elementary","2025-06-13","Park County School District 1",1
"Elementary","2025-06-13","Park County School District 6",1
"Elementary","2025-06-13","Platte County School District 2",1
"Elementary","2025-06-13","Sheridan County School District 2",1
"Elementary","2025-06-13","Sweetwater County School District 1",6
"Elementary","2025-06-13","Sweetwater County School District 2",1
"Elementary","2025-06-13","Teton County School District 1",3
"Elementary","2025-06-13","Uinta County School District 1",1
"Elementary","2025-06-20","Albany County School District 1",3
"Elementary","2025-06-20","Campbell County School District 1",4
"Elementary","2025-06-20","Fremont County School District 38",1
"Elementary","2025-06-20","Goshen County School District 1",2
"Elementary","2025-06-20","Hot Springs County School District 1",2
"Elementary","2025-06-20","Laramie County School District 1",3
"Elementary","2025-06-20","Lincoln County School District 2",1
"Elementary","2025-06-20","Natrona School District 1",1
"Elementary","2025-06-20","Park County School District 6",1
"Elementary","2025-06-20","Platte County School District 2",1
"Elementary","2025-06-20","Sweetwater County School District 1",6
"Elementary","2025-06-20","Teton County School District 1",2
"Elementary","2025-06-20","Uinta County School District 1",1
"Elementary","2025-06-20","Weston County School District 1",1
"Elementary","2025-06-27","Albany County School District 1",3
"Elementary","2025-06-27","Campbell County School District 1",3
"Elementary","2025-06-27","Fremont County School District 38",1
"Elementary","2025-06-27","Goshen County School District 1",1
"Elementary","2025-06-27","Hot Springs County School District 1",2
"Elementary","2025-06-27","Laramie County School District 1",1
"Elementary","2025-06-27","Natrona School District 1",1
"Elementary","2025-06-27","Park County School District 6",1
"Elementary","2025-06-27","Platte County School District 2",1
"Elementary","2025-06-27","Sweetwater County School District 1",6
"Elementary","2025-06-27","Teton County School District 1",2
"Elementary","2025-06-27","Weston County School District 1",1
"Elementary","2025-07-04","Albany County School District 1",4
"Elementary","2025-07-04","Campbell County School District 1",2
"Elementary","2025-07-04","Fremont County School District 38",1
"Elementary","2025-07-04","Goshen County School District 1",2
"Elementary","2025-07-04","Laramie County School District 1",1
"Elementary","2025-07-04","Natrona School District 1",2
"Elementary","2025-07-04","Platte County School District 2",1
"Elementary","2025-07-04","Sweetwater County School District 1",6
"Elementary","2025-07-04","Teton County School District 1",2
"Elementary","2025-07-04","Weston County School District 1",2
"Elementary","2025-07-11","Albany County School District 1",3
"Elementary","2025-07-11","Campbell County School District 1",4
"Elementary","2025-07-11","Carbon County School District 1",1
"Elementary","2025-07-11","Fremont County School District 38",1
"Elementary","2025-07-11","Natrona School District 1",3
"Elementary","2025-07-11","Platte County School District 2",1
"Elementary","2025-07-11","Sweetwater County School District 1",6
"Elementary","2025-07-11","Teton County School District 1",2
"Elementary","2025-07-18","Albany County School District 1",2
"Elementary","2025-07-18","Campbell County School District 1",3
"Elementary","2025-07-18","Carbon County School District 1",1
"Elementary","2025-07-18","Fremont County School District 38",1
"Elementary","2025-07-18","Laramie County School District 1",1
"Elementary","2025-07-18","Natrona School District 1",2
"Elementary","2025-07-18","Sweetwater County School District 1",6
"Elementary","2025-07-18","Teton County School District 1",2
"Elementary","2025-07-25","Albany County School District 1",2
"Elementary","2025-07-25","Campbell County School District 1",3
"Elementary","2025-07-25","Carbon County School District 1",1
"Elementary","2025-07-25","Fremont County School District 38",1
"Elementary","2025-07-25","Goshen County School District 1",1
"Elementary","2025-07-25","Laramie County School District 1",1
"Elementary","2025-07-25","Natrona School District 1",1
"Elementary","2025-07-25","Sweetwater County School District 1",6
"Elementary","2025-07-25","Teton County School District 1",2
"Elementary","2025-08-01","Albany County School District 1",2
"Elementary","2025-08-01","Campbell County School District 1",3
"Elementary","2025-08-01","Carbon County School District 1",1
"Elementary","2025-08-01","Fremont County School District 38",1
"Elementary","2025-08-01","Goshen County School District 1",2
"Elementary","2025-08-01","Laramie County School District 1",2
"Elementary","2025-08-01","Natrona School District 1",1
"Elementary","2025-08-01","Sweetwater County School District 1",6
"Elementary","2025-08-01","Teton County School District 1",2
"Elementary","2025-08-08","Campbell County School District 1",1
"Elementary","2025-08-08","Fremont County School District 38",1
"Elementary","2025-08-08","Natrona School District 1",1
"Elementary","2025-08-08","Sweetwater County School District 1",6
"Elementary","2025-08-08","Teton County School District 1",1
"Elementary","2025-08-15","Campbell County School District 1",1
"Elementary","2025-08-15","Fremont County School District 38",1
"Elementary","2025-08-15","Natrona School District 1",1
"Elementary","2025-08-15","Sweetwater County School District 1",6
"Elementary","2025-08-15","Teton County School District 1",1
"Elementary","2025-08-22","Campbell County School District 1",1
"Elementary","2025-08-22","Fremont County School District 38",1
"Elementary","2025-08-22","Natrona School District 1",1
"Elementary","2025-08-22","Sweetwater County School District 1",7
"Elementary","2025-08-22","Teton County School District 1",1
"Elementary","2025-08-29","Campbell County School District 1",1
"Elementary","2025-08-29","Fremont County School District 38",1
"Elementary","2025-08-29","Sweetwater County School District 1",7
"Elementary","2025-08-29","Teton County School District 1",1
"Elementary","2025-09-05","Fremont County School District 38",1
"Elementary","2025-09-05","Sweetwater County School District 1",1
"Elementary","2025-09-05","Teton County School District 1",1
"Elementary","2025-09-12","Fremont County School District 38",1
"Elementary","2025-09-12","Sweetwater County School District 1",2
"Elementary","2025-09-12","Teton County School District 1",1
"Elementary","2025-09-19","Albany County School District 1",1
"Elementary","2025-09-19","Fremont County School District 38",1
"Elementary","2025-09-19","Laramie County School District 1",1
"Elementary","2025-09-19","Natrona School District 1",1
"Elementary","2025-09-19","Sweetwater County School District 1",2
"Elementary","2025-09-19","Teton County School District 1",2
"Elementary","2025-09-26","Albany County School District 1",1
"Elementary","2025-09-26","Fremont County School District 38",1
"Elementary","2025-09-26","Laramie County School District 1",1
"Elementary","2025-09-26","Sweetwater County School District 1",2
"Elementary","2025-09-26","Teton County School District 1",2
"Elementary","2025-10-03","Albany County School District 1",1
"Elementary","2025-10-03","Campbell County School District 1",1
"Elementary","2025-10-03","Fremont County School District 38",1
"Elementary","2025-10-03","Laramie County School District 1",1
"Elementary","2025-10-03","Sweetwater County School District 1",1
"Elementary","2025-10-03","Teton County School District 1",2
"Elementary","2025-10-10","Campbell County School District 1",1
"Elementary","2025-10-10","Fremont County School District 38",1
"Elementary","2025-10-10","Laramie County School District 1",1
"Elementary","2025-10-10","Natrona School District 1",1
"Elementary","2025-10-10","Sweetwater County School District 1",1
"Elementary","2025-10-10","Teton County School District 1",2
"Elementary","2025-10-17","Fremont County School District 38",1
"Elementary","2025-10-17","Laramie County School District 1",1
"Elementary","2025-10-17","Sweetwater County School District 1",1
"Elementary","2025-10-17","Teton County School District 1",2
"Elementary","2025-10-24","Fremont County School District 38",1
"Elementary","2025-10-24","Laramie County School District 1",1
"Elementary","2025-10-24","Sweetwater County School District 1",1
"Elementary","2025-10-24","Sweetwater County School District 2",1
"Elementary","2025-10-24","Teton County School District 1",1
