"Broad_Category","Archive_Date","District","sum"
"Art","2025-01-17","Total",1
"Art","2025-01-24","Total",3
"Art","2025-01-31","Total",4
"Art","2025-02-07","Total",4
"Art","2025-02-14","Total",4
"Art","2025-02-21","Total",4
"Art","2025-02-28","Total",4
"Art","2025-03-07","Total",4
"Art","2025-03-14","Total",7
"Art","2025-03-21","Total",4
"Art","2025-03-28","Total",6
"Art","2025-04-04","Total",8
"Art","2025-04-11","Total",8
"Art","2025-04-18","Total",7
"Art","2025-04-25","Total",8
"Art","2025-05-02","Total",8
"Art","2025-05-09","Total",8
"Art","2025-05-16","Total",6
"Art","2025-05-23","Total",3
"Art","2025-05-30","Total",2
"Art","2025-06-06","Total",2
"Art","2025-06-13","Total",1
"Art","2025-06-20","Total",1
"Art","2025-06-27","Total",1
"Art","2025-07-04","Total",1
"Art","2025-07-11","Total",1
"Art","2025-07-18","Total",2
"Art","2025-07-25","Total",2
"Art","2025-08-01","Total",1
"Art","2025-08-08","Total",1
"Art","2025-08-15","Total",1
"Art","2025-08-22","Total",1
"Art","2025-08-29","Total",1
"Art","2025-11-07","Total",1
"Art","2025-11-14","Total",2
"Art","2025-11-21","Total",2
"Art","2025-11-28","Total",2
"Art","2025-12-05","Total",2
"Art","2025-12-12","Total",3
"Art","2025-12-19","Total",3
"Art","2025-12-26","Total",3
"Art","2026-01-02","Total",3
"Art","2026-01-09","Total",2
"Art","2026-01-16","Total",3
"Art","2026-01-23","Total",3
"Art","2026-01-30","Total",4
"Art","2026-02-06","Total",3
"Art","2026-02-13","Total",4
"Art","2026-02-20","Total",5
"Art","2026-02-27","Total",3
"Art","2026-03-06","Total",3
"Art","2026-03-13","Total",2
"Art","2026-03-20","Total",2
"Art","2026-03-27","Total",3
"Art","2026-04-03","Total",3
"Art","2026-04-10","Total",2
"Art","2026-04-17","Total",2
"Art","2026-04-24","Total",3
"Art","2026-05-01","Total",4
"Art","2026-05-07","Total",4
"Art","2026-05-08","Total",4
"Art","2026-05-15","Total",4
"Art","2026-05-22","Total",2
"Art","2026-05-29","Total",1
"Art","2026-06-05","Total",2
"Art","2026-06-12","Total",1
"Art","2026-06-19","Total",1
"Art","2026-06-26","Total",1
"Art","2026-07-03","Total",2
"Art","2026-07-10","Total",2
"Art","2026-07-17","Total",2
"Art","2026-07-24","Total",1
"Art","2026-07-31","Total",1
"Art","2026-08-03","Total",1
"Art","2026-08-04","Total",1
"CTE - Business & Family Sciences","2024-08-09","Total",4
"CTE - Business & Family Sciences","2024-08-16","Total",2
"CTE - Business & Family Sciences","2024-08-23","Total",1
"CTE - Business & Family Sciences","2024-08-30","Total",1
"CTE - Business & Family Sciences","2024-09-06","Total",1
"CTE - Business & Family Sciences","2024-09-13","Total",1
"CTE - Business & Family Sciences","2024-09-20","Total",1
"CTE - Business & Family Sciences","2024-09-27","Total",1
"CTE - Business & Family Sciences","2024-10-04","Total",1
"CTE - Business & Family Sciences","2024-10-11","Total",1
"CTE - Business & Family Sciences","2024-10-18","Total",1
"CTE - Business & Family Sciences","2024-10-25","Total",1
"CTE - Business & Family Sciences","2024-11-01","Total",1
"CTE - Business & Family Sciences","2024-11-08","Total",1
"CTE - Business & Family Sciences","2024-11-15","Total",1
"CTE - Business & Family Sciences","2024-11-22","Total",1
"CTE - Business & Family Sciences","2024-11-29","Total",2
"CTE - Business & Family Sciences","2024-12-06","Total",3
"CTE - Business & Family Sciences","2024-12-13","Total",3
"CTE - Business & Family Sciences","2024-12-20","Total",3
"CTE - Business & Family Sciences","2024-12-27","Total",3
"CTE - Business & Family Sciences","2025-01-03","Total",2
"CTE - Business & Family Sciences","2025-01-10","Total",2
"CTE - Business & Family Sciences","2025-01-17","Total",2
"CTE - Business & Family Sciences","2025-01-24","Total",2
"CTE - Business & Family Sciences","2025-01-31","Total",2
"CTE - Business & Family Sciences","2025-02-07","Total",3
"CTE - Business & Family Sciences","2025-02-14","Total",5
"CTE - Business & Family Sciences","2025-02-21","Total",6
"CTE - Business & Family Sciences","2025-02-28","Total",6
"CTE - Business & Family Sciences","2025-03-07","Total",6
"CTE - Business & Family Sciences","2025-03-14","Total",8
"CTE - Business & Family Sciences","2025-03-21","Total",8
"CTE - Business & Family Sciences","2025-03-28","Total",8
"CTE - Business & Family Sciences","2025-04-04","Total",8
"CTE - Business & Family Sciences","2025-04-11","Total",10
"CTE - Business & Family Sciences","2025-04-18","Total",7
"CTE - Business & Family Sciences","2025-04-25","Total",8
"CTE - Business & Family Sciences","2025-05-02","Total",6
"CTE - Business & Family Sciences","2025-05-09","Total",6
"CTE - Business & Family Sciences","2025-05-16","Total",10
"CTE - Business & Family Sciences","2025-05-23","Total",10
"CTE - Business & Family Sciences","2025-05-30","Total",8
"CTE - Business & Family Sciences","2025-06-06","Total",6
"CTE - Business & Family Sciences","2025-06-13","Total",5
"CTE - Business & Family Sciences","2025-06-20","Total",4
"CTE - Business & Family Sciences","2025-06-27","Total",3
"CTE - Business & Family Sciences","2025-07-04","Total",2
"CTE - Business & Family Sciences","2025-07-11","Total",2
"CTE - Business & Family Sciences","2025-07-18","Total",2
"CTE - Business & Family Sciences","2025-07-25","Total",2
"CTE - Business & Family Sciences","2025-08-01","Total",2
"CTE - Business & Family Sciences","2025-08-08","Total",2
"CTE - Business & Family Sciences","2025-08-15","Total",2
"CTE - Business & Family Sciences","2025-08-22","Total",2
"CTE - Business & Family Sciences","2025-08-29","Total",2
"CTE - Business & Family Sciences","2025-10-31","Total",1
"CTE - Business & Family Sciences","2025-11-07","Total",3
"CTE - Business & Family Sciences","2025-11-14","Total",3
"CTE - Business & Family Sciences","2025-11-21","Total",3
"CTE - Business & Family Sciences","2025-11-28","Total",3
"CTE - Business & Family Sciences","2025-12-05","Total",3
"CTE - Business & Family Sciences","2025-12-12","Total",4
"CTE - Business & Family Sciences","2025-12-19","Total",4
"CTE - Business & Family Sciences","2025-12-26","Total",4
"CTE - Business & Family Sciences","2026-01-02","Total",4
"CTE - Business & Family Sciences","2026-01-09","Total",3
"CTE - Business & Family Sciences","2026-01-16","Total",2
"CTE - Business & Family Sciences","2026-01-23","Total",1
"CTE - Business & Family Sciences","2026-01-30","Total",1
"CTE - Business & Family Sciences","2026-02-06","Total",3
"CTE - Business & Family Sciences","2026-02-13","Total",3
"CTE - Business & Family Sciences","2026-02-20","Total",2
"CTE - Business & Family Sciences","2026-02-27","Total",3
"CTE - Business & Family Sciences","2026-03-06","Total",5
"CTE - Business & Family Sciences","2026-03-13","Total",5
"CTE - Business & Family Sciences","2026-03-20","Total",4
"CTE - Business & Family Sciences","2026-03-27","Total",4
"CTE - Business & Family Sciences","2026-04-03","Total",6
"CTE - Business & Family Sciences","2026-04-10","Total",5
"CTE - Business & Family Sciences","2026-04-17","Total",4
"CTE - Business & Family Sciences","2026-04-24","Total",3
"CTE - Business & Family Sciences","2026-05-01","Total",3
"CTE - Business & Family Sciences","2026-05-07","Total",2
"CTE - Business & Family Sciences","2026-05-08","Total",2
"CTE - Business & Family Sciences","2026-05-15","Total",2
"CTE - Business & Family Sciences","2026-05-22","Total",3
"CTE - Business & Family Sciences","2026-05-29","Total",4
"CTE - Business & Family Sciences","2026-06-05","Total",4
"CTE - Business & Family Sciences","2026-06-12","Total",1
"CTE - Business & Family Sciences","2026-06-19","Total",1
"CTE - Business & Family Sciences","2026-06-26","Total",1
"CTE - Business & Family Sciences","2026-07-03","Total",1
"CTE - Business & Family Sciences","2026-07-10","Total",2
"CTE - Business & Family Sciences","2026-07-17","Total",2
"CTE - Business & Family Sciences","2026-07-24","Total",3
"CTE - Business & Family Sciences","2026-07-31","Total",2
"CTE - Business & Family Sciences","2026-08-03","Total",2
"CTE - Business & Family Sciences","2026-08-04","Total",2
"CTE - Trades, Ag & Technical","2024-08-09","Total",3
"CTE - Trades, Ag & Technical","2024-08-16","Total",3
"CTE - Trades, Ag & Technical","2024-08-23","Total",3
"CTE - Trades, Ag & Technical","2024-08-30","Total",1
"CTE - Trades, Ag & Technical","2024-09-06","Total",1
"CTE - Trades, Ag & Technical","2024-09-13","Total",1
"CTE - Trades, Ag & Technical","2024-09-20","Total",1
"CTE - Trades, Ag & Technical","2024-09-27","Total",1
"CTE - Trades, Ag & Technical","2024-10-04","Total",1
"CTE - Trades, Ag & Technical","2024-10-11","Total",1
"CTE - Trades, Ag & Technical","2024-10-18","Total",1
"CTE - Trades, Ag & Technical","2024-10-25","Total",1
"CTE - Trades, Ag & Technical","2024-11-01","Total",2
"CTE - Trades, Ag & Technical","2024-11-08","Total",2
"CTE - Trades, Ag & Technical","2024-11-15","Total",3
"CTE - Trades, Ag & Technical","2024-11-22","Total",4
"CTE - Trades, Ag & Technical","2024-11-29","Total",3
"CTE - Trades, Ag & Technical","2024-12-06","Total",6
"CTE - Trades, Ag & Technical","2024-12-13","Total",5
"CTE - Trades, Ag & Technical","2024-12-20","Total",6
"CTE - Trades, Ag & Technical","2024-12-27","Total",6
"CTE - Trades, Ag & Technical","2025-01-03","Total",6
"CTE - Trades, Ag & Technical","2025-01-10","Total",6
"CTE - Trades, Ag & Technical","2025-01-17","Total",5
"CTE - Trades, Ag & Technical","2025-01-24","Total",9
"CTE - Trades, Ag & Technical","2025-01-31","Total",10
"CTE - Trades, Ag & Technical","2025-02-07","Total",14
"CTE - Trades, Ag & Technical","2025-02-14","Total",15
"CTE - Trades, Ag & Technical","2025-02-21","Total",15
"CTE - Trades, Ag & Technical","2025-02-28","Total",16
"CTE - Trades, Ag & Technical","2025-03-07","Total",18
"CTE - Trades, Ag & Technical","2025-03-14","Total",20
"CTE - Trades, Ag & Technical","2025-03-21","Total",17
"CTE - Trades, Ag & Technical","2025-03-28","Total",15
"CTE - Trades, Ag & Technical","2025-04-04","Total",10
"CTE - Trades, Ag & Technical","2025-04-11","Total",13
"CTE - Trades, Ag & Technical","2025-04-18","Total",12
"CTE - Trades, Ag & Technical","2025-04-25","Total",11
"CTE - Trades, Ag & Technical","2025-05-02","Total",11
"CTE - Trades, Ag & Technical","2025-05-09","Total",12
"CTE - Trades, Ag & Technical","2025-05-16","Total",10
"CTE - Trades, Ag & Technical","2025-05-23","Total",9
"CTE - Trades, Ag & Technical","2025-05-30","Total",8
"CTE - Trades, Ag & Technical","2025-06-06","Total",9
"CTE - Trades, Ag & Technical","2025-06-13","Total",7
"CTE - Trades, Ag & Technical","2025-06-20","Total",7
"CTE - Trades, Ag & Technical","2025-06-27","Total",6
"CTE - Trades, Ag & Technical","2025-07-04","Total",6
"CTE - Trades, Ag & Technical","2025-07-11","Total",6
"CTE - Trades, Ag & Technical","2025-07-18","Total",7
"CTE - Trades, Ag & Technical","2025-07-25","Total",7
"CTE - Trades, Ag & Technical","2025-08-01","Total",7
"CTE - Trades, Ag & Technical","2025-08-08","Total",6
"CTE - Trades, Ag & Technical","2025-08-15","Total",4
"CTE - Trades, Ag & Technical","2025-08-22","Total",3
"CTE - Trades, Ag & Technical","2025-08-29","Total",3
"CTE - Trades, Ag & Technical","2025-09-05","Total",3
"CTE - Trades, Ag & Technical","2025-09-12","Total",3
"CTE - Trades, Ag & Technical","2025-09-19","Total",3
"CTE - Trades, Ag & Technical","2025-09-26","Total",3
"CTE - Trades, Ag & Technical","2025-10-03","Total",2
"CTE - Trades, Ag & Technical","2025-10-10","Total",2
"CTE - Trades, Ag & Technical","2025-10-17","Total",1
"CTE - Trades, Ag & Technical","2025-10-24","Total",1
"CTE - Trades, Ag & Technical","2025-10-31","Total",1
"CTE - Trades, Ag & Technical","2025-11-07","Total",1
"CTE - Trades, Ag & Technical","2025-11-14","Total",1
"CTE - Trades, Ag & Technical","2025-11-21","Total",2
"CTE - Trades, Ag & Technical","2025-11-28","Total",2
"CTE - Trades, Ag & Technical","2025-12-05","Total",2
"CTE - Trades, Ag & Technical","2025-12-12","Total",3
"CTE - Trades, Ag & Technical","2025-12-19","Total",3
"CTE - Trades, Ag & Technical","2025-12-26","Total",3
"CTE - Trades, Ag & Technical","2026-01-02","Total",3
"CTE - Trades, Ag & Technical","2026-01-09","Total",3
"CTE - Trades, Ag & Technical","2026-01-16","Total",2
"CTE - Trades, Ag & Technical","2026-01-23","Total",3
"CTE - Trades, Ag & Technical","2026-01-30","Total",3
"CTE - Trades, Ag & Technical","2026-02-06","Total",2
"CTE - Trades, Ag & Technical","2026-02-13","Total",4
"CTE - Trades, Ag & Technical","2026-02-20","Total",4
"CTE - Trades, Ag & Technical","2026-02-27","Total",4
"CTE - Trades, Ag & Technical","2026-03-06","Total",6
"CTE - Trades, Ag & Technical","2026-03-13","Total",5
"CTE - Trades, Ag & Technical","2026-03-20","Total",7
"CTE - Trades, Ag & Technical","2026-03-27","Total",6
"CTE - Trades, Ag & Technical","2026-04-03","Total",9
"CTE - Trades, Ag & Technical","2026-04-10","Total",11
"CTE - Trades, Ag & Technical","2026-04-17","Total",10
"CTE - Trades, Ag & Technical","2026-04-24","Total",12
"CTE - Trades, Ag & Technical","2026-05-01","Total",12
"CTE - Trades, Ag & Technical","2026-05-07","Total",8
"CTE - Trades, Ag & Technical","2026-05-08","Total",8
"CTE - Trades, Ag & Technical","2026-05-15","Total",7
"CTE - Trades, Ag & Technical","2026-05-22","Total",6
"CTE - Trades, Ag & Technical","2026-05-29","Total",5
"CTE - Trades, Ag & Technical","2026-06-05","Total",4
"CTE - Trades, Ag & Technical","2026-06-12","Total",3
"CTE - Trades, Ag & Technical","2026-06-19","Total",4
"CTE - Trades, Ag & Technical","2026-06-26","Total",4
"CTE - Trades, Ag & Technical","2026-07-03","Total",4
"CTE - Trades, Ag & Technical","2026-07-10","Total",4
"CTE - Trades, Ag & Technical","2026-07-17","Total",2
"CTE - Trades, Ag & Technical","2026-07-24","Total",2
"CTE - Trades, Ag & Technical","2026-07-31","Total",2
"CTE - Trades, Ag & Technical","2026-08-03","Total",2
"CTE - Trades, Ag & Technical","2026-08-04","Total",2
"Early Childhood","2024-08-09","Total",3
"Early Childhood","2024-08-16","Total",3
"Early Childhood","2024-08-23","Total",3
"Early Childhood","2024-08-30","Total",1
"Early Childhood","2024-09-06","Total",2
"Early Childhood","2024-09-13","Total",2
"Early Childhood","2024-09-20","Total",2
"Early Childhood","2024-09-27","Total",1
"Early Childhood","2024-10-04","Total",1
"Early Childhood","2024-10-11","Total",2
"Early Childhood","2024-10-18","Total",3
"Early Childhood","2024-10-25","Total",3
"Early Childhood","2024-11-01","Total",3
"Early Childhood","2024-11-08","Total",2
"Early Childhood","2024-11-15","Total",2
"Early Childhood","2024-11-22","Total",3
"Early Childhood","2024-11-29","Total",3
"Early Childhood","2024-12-06","Total",4
"Early Childhood","2024-12-13","Total",4
"Early Childhood","2024-12-20","Total",4
"Early Childhood","2024-12-27","Total",4
"Early Childhood","2025-01-03","Total",4
"Early Childhood","2025-01-10","Total",4
"Early Childhood","2025-01-17","Total",3
"Early Childhood","2025-01-24","Total",1
"Early Childhood","2025-02-14","Total",2
"Early Childhood","2025-02-21","Total",2
"Early Childhood","2025-02-28","Total",2
"Early Childhood","2025-03-07","Total",2
"Early Childhood","2025-03-14","Total",4
"Early Childhood","2025-03-21","Total",4
"Early Childhood","2025-03-28","Total",4
"Early Childhood","2025-04-04","Total",4
"Early Childhood","2025-04-11","Total",2
"Early Childhood","2025-04-18","Total",3
"Early Childhood","2025-04-25","Total",4
"Early Childhood","2025-05-02","Total",5
"Early Childhood","2025-05-09","Total",5
"Early Childhood","2025-05-16","Total",4
"Early Childhood","2025-05-23","Total",4
"Early Childhood","2025-05-30","Total",4
"Early Childhood","2025-06-06","Total",4
"Early Childhood","2025-06-13","Total",4
"Early Childhood","2025-06-20","Total",4
"Early Childhood","2025-06-27","Total",4
"Early Childhood","2025-07-04","Total",4
"Early Childhood","2025-07-11","Total",4
"Early Childhood","2025-07-18","Total",4
"Early Childhood","2025-07-25","Total",4
"Early Childhood","2025-08-01","Total",3
"Early Childhood","2025-08-08","Total",3
"Early Childhood","2025-08-15","Total",3
"Early Childhood","2025-08-22","Total",2
"Early Childhood","2025-08-29","Total",2
"Early Childhood","2025-09-05","Total",2
"Early Childhood","2025-09-12","Total",1
"Early Childhood","2025-09-19","Total",1
"Early Childhood","2025-09-26","Total",2
"Early Childhood","2025-10-03","Total",2
"Early Childhood","2025-10-10","Total",2
"Early Childhood","2025-10-17","Total",2
"Early Childhood","2025-10-24","Total",2
"Early Childhood","2025-10-31","Total",1
"Early Childhood","2025-11-07","Total",1
"Early Childhood","2025-11-14","Total",1
"Early Childhood","2026-01-09","Total",1
"Early Childhood","2026-01-16","Total",2
"Early Childhood","2026-01-23","Total",2
"Early Childhood","2026-01-30","Total",2
"Early Childhood","2026-02-06","Total",2
"Early Childhood","2026-02-13","Total",2
"Early Childhood","2026-02-20","Total",2
"Early Childhood","2026-02-27","Total",2
"Early Childhood","2026-03-06","Total",2
"Early Childhood","2026-03-13","Total",2
"Early Childhood","2026-03-20","Total",2
"Early Childhood","2026-03-27","Total",3
"Early Childhood","2026-04-03","Total",2
"Early Childhood","2026-04-10","Total",1
"Early Childhood","2026-04-17","Total",1
"Early Childhood","2026-04-24","Total",1
"Early Childhood","2026-05-15","Total",1
"Early Childhood","2026-05-22","Total",2
"Early Childhood","2026-05-29","Total",1
"Early Childhood","2026-06-05","Total",1
"Early Childhood","2026-06-12","Total",1
"Early Childhood","2026-06-19","Total",1
"Early Childhood","2026-06-26","Total",1
"Early Childhood","2026-07-03","Total",1
"Early Childhood","2026-07-10","Total",1
"Early Childhood","2026-07-17","Total",1
"Early Childhood","2026-07-24","Total",1
"Early Childhood","2026-07-31","Total",1
"Early Childhood","2026-08-03","Total",1
"Early Childhood","2026-08-04","Total",1
"Elementary","2024-08-09","Total",12
"Elementary","2024-08-16","Total",8
"Elementary","2024-08-23","Total",6
"Elementary","2024-08-30","Total",8
"Elementary","2024-09-06","Total",6
"Elementary","2024-09-13","Total",7
"Elementary","2024-09-20","Total",5
"Elementary","2024-09-27","Total",7
"Elementary","2024-10-04","Total",9
"Elementary","2024-10-11","Total",8
"Elementary","2024-10-18","Total",5
"Elementary","2024-10-25","Total",5
"Elementary","2024-11-01","Total",6
"Elementary","2024-11-08","Total",5
"Elementary","2024-11-15","Total",7
"Elementary","2024-11-22","Total",7
"Elementary","2024-11-29","Total",7
"Elementary","2024-12-06","Total",6
"Elementary","2024-12-13","Total",5
"Elementary","2024-12-20","Total",7
"Elementary","2024-12-27","Total",7
"Elementary","2025-01-03","Total",9
"Elementary","2025-01-10","Total",10
"Elementary","2025-01-17","Total",9
"Elementary","2025-01-24","Total",15
"Elementary","2025-01-31","Total",16
"Elementary","2025-02-07","Total",21
"Elementary","2025-02-14","Total",33
"Elementary","2025-02-21","Total",39
"Elementary","2025-02-28","Total",33
"Elementary","2025-03-07","Total",38
"Elementary","2025-03-14","Total",63
"Elementary","2025-03-21","Total",62
"Elementary","2025-03-28","Total",55
"Elementary","2025-04-04","Total",63
"Elementary","2025-04-11","Total",53
"Elementary","2025-04-18","Total",41
"Elementary","2025-04-25","Total",43
"Elementary","2025-05-02","Total",45
"Elementary","2025-05-09","Total",51
"Elementary","2025-05-16","Total",52
"Elementary","2025-05-23","Total",57
"Elementary","2025-05-30","Total",45
"Elementary","2025-06-06","Total",35
"Elementary","2025-06-13","Total",31
"Elementary","2025-06-20","Total",29
"Elementary","2025-06-27","Total",23
"Elementary","2025-07-04","Total",23
"Elementary","2025-07-11","Total",21
"Elementary","2025-07-18","Total",18
"Elementary","2025-07-25","Total",18
"Elementary","2025-08-01","Total",20
"Elementary","2025-08-08","Total",10
"Elementary","2025-08-15","Total",10
"Elementary","2025-08-22","Total",11
"Elementary","2025-08-29","Total",10
"Elementary","2025-09-05","Total",3
"Elementary","2025-09-12","Total",4
"Elementary","2025-09-19","Total",8
"Elementary","2025-09-26","Total",7
"Elementary","2025-10-03","Total",7
"Elementary","2025-10-10","Total",7
"Elementary","2025-10-17","Total",5
"Elementary","2025-10-24","Total",5
"Elementary","2025-10-31","Total",6
"Elementary","2025-11-07","Total",13
"Elementary","2025-11-14","Total",11
"Elementary","2025-11-21","Total",11
"Elementary","2025-11-28","Total",9
"Elementary","2025-12-05","Total",10
"Elementary","2025-12-12","Total",13
"Elementary","2025-12-19","Total",12
"Elementary","2025-12-26","Total",12
"Elementary","2026-01-02","Total",12
"Elementary","2026-01-09","Total",12
"Elementary","2026-01-16","Total",14
"Elementary","2026-01-23","Total",15
"Elementary","2026-01-30","Total",15
"Elementary","2026-02-06","Total",21
"Elementary","2026-02-13","Total",24
"Elementary","2026-02-20","Total",35
"Elementary","2026-02-27","Total",41
"Elementary","2026-03-06","Total",43
"Elementary","2026-03-13","Total",37
"Elementary","2026-03-20","Total",36
"Elementary","2026-03-27","Total",37
"Elementary","2026-04-03","Total",37
"Elementary","2026-04-10","Total",31
"Elementary","2026-04-17","Total",26
"Elementary","2026-04-24","Total",28
"Elementary","2026-05-01","Total",34
"Elementary","2026-05-07","Total",30
"Elementary","2026-05-08","Total",30
"Elementary","2026-05-15","Total",26
"Elementary","2026-05-22","Total",28
"Elementary","2026-05-29","Total",25
"Elementary","2026-06-05","Total",21
"Elementary","2026-06-12","Total",11
"Elementary","2026-06-19","Total",7
"Elementary","2026-06-26","Total",9
"Elementary","2026-07-03","Total",7
"Elementary","2026-07-10","Total",6
"Elementary","2026-07-17","Total",6
"Elementary","2026-07-24","Total",6
"Elementary","2026-07-31","Total",2
"Elementary","2026-08-03","Total",3
"Elementary","2026-08-04","Total",3
"English Language Arts Secondary","2024-08-09","Total",11
"English Language Arts Secondary","2024-08-16","Total",10
"English Language Arts Secondary","2024-08-23","Total",8
"English Language Arts Secondary","2024-08-30","Total",9
"English Language Arts Secondary","2024-09-06","Total",9
"English Language Arts Secondary","2024-09-13","Total",10
"English Language Arts Secondary","2024-09-20","Total",10
"English Language Arts Secondary","2024-09-27","Total",10
"English Language Arts Secondary","2024-10-04","Total",10
"English Language Arts Secondary","2024-10-11","Total",10
"English Language Arts Secondary","2024-10-18","Total",8
"English Language Arts Secondary","2024-10-25","Total",8
"English Language Arts Secondary","2024-11-01","Total",8
"English Language Arts Secondary","2024-11-08","Total",9
"English Language Arts Secondary","2024-11-15","Total",10
"English Language Arts Secondary","2024-11-22","Total",12
"English Language Arts Secondary","2024-11-29","Total",10
"English Language Arts Secondary","2024-12-06","Total",9
"English Language Arts Secondary","2024-12-13","Total",9
"English Language Arts Secondary","2024-12-20","Total",9
"English Language Arts Secondary","2024-12-27","Total",9
"English Language Arts Secondary","2025-01-03","Total",9
"English Language Arts Secondary","2025-01-10","Total",10
"English Language Arts Secondary","2025-01-17","Total",4
"English Language Arts Secondary","2025-01-24","Total",6
"English Language Arts Secondary","2025-01-31","Total",6
"English Language Arts Secondary","2025-02-07","Total",6
"English Language Arts Secondary","2025-02-14","Total",9
"English Language Arts Secondary","2025-02-21","Total",14
"English Language Arts Secondary","2025-02-28","Total",18
"English Language Arts Secondary","2025-03-07","Total",16
"English Language Arts Secondary","2025-03-14","Total",17
"English Language Arts Secondary","2025-03-21","Total",18
"English Language Arts Secondary","2025-03-28","Total",21
"English Language Arts Secondary","2025-04-04","Total",18
"English Language Arts Secondary","2025-04-11","Total",16
"English Language Arts Secondary","2025-04-18","Total",11
"English Language Arts Secondary","2025-04-25","Total",9
"English Language Arts Secondary","2025-05-02","Total",8
"English Language Arts Secondary","2025-05-09","Total",7
"English Language Arts Secondary","2025-05-16","Total",10
"English Language Arts Secondary","2025-05-23","Total",7
"English Language Arts Secondary","2025-05-30","Total",4
"English Language Arts Secondary","2025-06-06","Total",5
"English Language Arts Secondary","2025-06-13","Total",5
"English Language Arts Secondary","2025-06-20","Total",6
"English Language Arts Secondary","2025-06-27","Total",6
"English Language Arts Secondary","2025-07-04","Total",4
"English Language Arts Secondary","2025-07-11","Total",4
"English Language Arts Secondary","2025-07-18","Total",1
"English Language Arts Secondary","2025-08-08","Total",2
"English Language Arts Secondary","2025-09-26","Total",1
"English Language Arts Secondary","2025-10-03","Total",1
"English Language Arts Secondary","2025-10-10","Total",1
"English Language Arts Secondary","2025-10-17","Total",1
"English Language Arts Secondary","2025-12-05","Total",1
"English Language Arts Secondary","2025-12-12","Total",1
"English Language Arts Secondary","2025-12-19","Total",3
"English Language Arts Secondary","2025-12-26","Total",4
"English Language Arts Secondary","2026-01-02","Total",4
"English Language Arts Secondary","2026-01-09","Total",3
"English Language Arts Secondary","2026-01-16","Total",2
"English Language Arts Secondary","2026-01-23","Total",2
"English Language Arts Secondary","2026-01-30","Total",3
"English Language Arts Secondary","2026-02-06","Total",4
"English Language Arts Secondary","2026-02-13","Total",6
"English Language Arts Secondary","2026-02-20","Total",10
"English Language Arts Secondary","2026-02-27","Total",12
"English Language Arts Secondary","2026-03-06","Total",12
"English Language Arts Secondary","2026-03-13","Total",15
"English Language Arts Secondary","2026-03-20","Total",14
"English Language Arts Secondary","2026-03-27","Total",15
"English Language Arts Secondary","2026-04-03","Total",16
"English Language Arts Secondary","2026-04-10","Total",11
"English Language Arts Secondary","2026-04-17","Total",15
"English Language Arts Secondary","2026-04-24","Total",11
"English Language Arts Secondary","2026-05-01","Total",13
"English Language Arts Secondary","2026-05-07","Total",14
"English Language Arts Secondary","2026-05-08","Total",14
"English Language Arts Secondary","2026-05-15","Total",11
"English Language Arts Secondary","2026-05-22","Total",10
"English Language Arts Secondary","2026-05-29","Total",7
"English Language Arts Secondary","2026-06-05","Total",9
"English Language Arts Secondary","2026-06-12","Total",5
"English Language Arts Secondary","2026-06-19","Total",4
"English Language Arts Secondary","2026-06-26","Total",4
"English Language Arts Secondary","2026-07-03","Total",5
"English Language Arts Secondary","2026-07-10","Total",5
"English Language Arts Secondary","2026-07-17","Total",4
"English Language Arts Secondary","2026-07-24","Total",2
"English Language Arts Secondary","2026-07-31","Total",2
"English Language Arts Secondary","2026-08-03","Total",3
"English Language Arts Secondary","2026-08-04","Total",3
"Gifted and Talented","2024-08-09","Total",1
"Gifted and Talented","2024-08-16","Total",1
"Gifted and Talented","2024-08-23","Total",1
"Gifted and Talented","2024-08-30","Total",2
"Gifted and Talented","2024-09-06","Total",1
"Gifted and Talented","2024-09-13","Total",1
"Gifted and Talented","2024-09-20","Total",1
"Gifted and Talented","2024-09-27","Total",1
"Gifted and Talented","2024-10-04","Total",1
"Gifted and Talented","2024-10-11","Total",1
"Gifted and Talented","2024-10-18","Total",1
"Gifted and Talented","2024-10-25","Total",1
"Gifted and Talented","2024-11-01","Total",1
"Gifted and Talented","2024-11-08","Total",1
"Gifted and Talented","2024-11-15","Total",1
"Gifted and Talented","2024-11-22","Total",1
"Gifted and Talented","2024-11-29","Total",1
"Gifted and Talented","2024-12-06","Total",1
"Gifted and Talented","2025-02-28","Total",1
"Gifted and Talented","2025-03-07","Total",1
"Gifted and Talented","2025-03-14","Total",1
"Gifted and Talented","2025-03-21","Total",1
"Gifted and Talented","2025-03-28","Total",1
"Gifted and Talented","2025-04-04","Total",3
"Gifted and Talented","2025-04-11","Total",2
"Gifted and Talented","2025-04-25","Total",2
"Gifted and Talented","2025-05-02","Total",2
"Gifted and Talented","2025-05-09","Total",2
"Gifted and Talented","2025-05-16","Total",1
"Gifted and Talented","2025-05-23","Total",1
"Gifted and Talented","2025-06-13","Total",1
"Gifted and Talented","2025-06-20","Total",1
"Gifted and Talented","2025-06-27","Total",1
"Gifted and Talented","2025-07-04","Total",1
"Gifted and Talented","2025-07-11","Total",1
"Gifted and Talented","2025-07-18","Total",1
"Gifted and Talented","2026-04-10","Total",1
"Gifted and Talented","2026-05-01","Total",1
"Gifted and Talented","2026-05-07","Total",1
"Gifted and Talented","2026-05-08","Total",1
"Gifted and Talented","2026-05-15","Total",1
"Language","2024-08-09","Total",4
"Language","2024-08-16","Total",3
