"","Category","Archive_Date","Institution","sum"
"1104","CTE",2024-12-06,"University of Wyoming",23
"1105","CTE",2024-12-06,"Western Wyoming Community College",5
"1106","CTE",2024-12-13,"Eastern Wyoming Community College",2
"1107","CTE",2024-12-13,"Gillette College",1
"1108","CTE",2024-12-13,"Sheridan College",13
"1109","CTE",2024-12-13,"University of Wyoming",22
"1110","CTE",2024-12-13,"Western Wyoming Community College",5
"1111","CTE",2024-12-20,"Eastern Wyoming Community College",2
"1112","CTE",2024-12-20,"Gillette College",1
"1113","CTE",2024-12-20,"Northwest College",1
"1114","CTE",2024-12-20,"Sheridan College",13
"1115","CTE",2024-12-20,"University of Wyoming",21
"1116","CTE",2024-12-20,"Western Wyoming Community College",5
"1117","CTE",2024-12-27,"Eastern Wyoming Community College",2
"1118","CTE",2024-12-27,"Gillette College",1
"1119","CTE",2024-12-27,"Northwest College",1
"1120","CTE",2024-12-27,"Sheridan College",13
"1121","CTE",2024-12-27,"University of Wyoming",20
"1122","CTE",2024-12-27,"Western Wyoming Community College",5
"1123","CTE",2025-01-03,"Eastern Wyoming Community College",2
"1124","CTE",2025-01-03,"Gillette College",1
"1125","CTE",2025-01-03,"Northwest College",1
"1126","CTE",2025-01-03,"Sheridan College",13
"1127","CTE",2025-01-03,"University of Wyoming",19
"1128","CTE",2025-01-03,"Western Wyoming Community College",5
"1129","CTE",2025-01-10,"Eastern Wyoming Community College",1
"1130","CTE",2025-01-10,"Gillette College",1
"1131","CTE",2025-01-10,"Northwest College",1
"1132","CTE",2025-01-10,"Sheridan College",13
"1133","CTE",2025-01-10,"University of Wyoming",22
"1134","CTE",2025-01-10,"Western Wyoming Community College",5
"1135","CTE",2025-01-17,"Eastern Wyoming Community College",1
"1136","CTE",2025-01-17,"Gillette College",1
"1137","CTE",2025-01-17,"Northwest College",1
"1138","CTE",2025-01-17,"Sheridan College",13
"1139","CTE",2025-01-17,"University of Wyoming",20
"1140","CTE",2025-01-17,"Western Wyoming Community College",5
"1141","CTE",2025-01-24,"Eastern Wyoming Community College",1
"1142","CTE",2025-01-24,"Gillette College",1
"1143","CTE",2025-01-24,"Sheridan College",13
"1144","CTE",2025-01-24,"University of Wyoming",20
"1145","CTE",2025-01-24,"Western Wyoming Community College",5
"1146","CTE",2025-01-31,"Eastern Wyoming Community College",1
"1147","CTE",2025-01-31,"Gillette College",2
"1148","CTE",2025-01-31,"Sheridan College",13
"1149","CTE",2025-01-31,"University of Wyoming",19
"1150","CTE",2025-01-31,"Western Wyoming Community College",5
"1151","CTE",2025-02-07,"Eastern Wyoming Community College",1
"1152","CTE",2025-02-07,"Gillette College",2
"1153","CTE",2025-02-07,"Sheridan College",13
"1154","CTE",2025-02-07,"University of Wyoming",19
"1155","CTE",2025-02-07,"Western Wyoming Community College",5
"1156","CTE",2025-02-14,"Eastern Wyoming Community College",1
"1157","CTE",2025-02-14,"Gillette College",2
"1158","CTE",2025-02-14,"Sheridan College",13
"1159","CTE",2025-02-14,"University of Wyoming",18
"1160","CTE",2025-02-14,"Western Wyoming Community College",5
"1161","CTE",2025-02-21,"Eastern Wyoming Community College",1
"1162","CTE",2025-02-21,"Gillette College",2
"1163","CTE",2025-02-21,"Sheridan College",13
"1164","CTE",2025-02-21,"University of Wyoming",16
"1165","CTE",2025-02-21,"Western Wyoming Community College",5
"1166","CTE",2025-02-28,"Central Wyoming College",1
"1167","CTE",2025-02-28,"Eastern Wyoming Community College",1
"1168","CTE",2025-02-28,"Gillette College",2
"1169","CTE",2025-02-28,"Sheridan College",12
"1170","CTE",2025-02-28,"University of Wyoming",16
"1171","CTE",2025-02-28,"Western Wyoming Community College",5
"1172","CTE",2025-03-07,"Central Wyoming College",2
"1173","CTE",2025-03-07,"Eastern Wyoming Community College",1
"1174","CTE",2025-03-07,"Gillette College",1
"1175","CTE",2025-03-07,"Sheridan College",12
"1176","CTE",2025-03-07,"University of Wyoming",10
"1177","CTE",2025-03-07,"Western Wyoming Community College",4
"1178","CTE",2025-03-14,"Central Wyoming College",1
"1179","CTE",2025-03-14,"Eastern Wyoming Community College",1
"1180","CTE",2025-03-14,"Sheridan College",12
"1181","CTE",2025-03-14,"University of Wyoming",11
"1182","CTE",2025-03-14,"Western Wyoming Community College",4
"1183","CTE",2025-03-21,"Central Wyoming College",1
"1184","CTE",2025-03-21,"Eastern Wyoming Community College",2
"1185","CTE",2025-03-21,"Laramie County Community College",1
"1186","CTE",2025-03-21,"Sheridan College",12
"1187","CTE",2025-03-21,"University of Wyoming",11
"1188","CTE",2025-03-21,"Western Wyoming Community College",4
"1189","CTE",2025-03-28,"Central Wyoming College",1
"1190","CTE",2025-03-28,"Eastern Wyoming Community College",2
"1191","CTE",2025-03-28,"Gillette College",1
"1192","CTE",2025-03-28,"Laramie County Community College",1
"1193","CTE",2025-03-28,"Sheridan College",12
"1194","CTE",2025-03-28,"University of Wyoming",11
"1195","CTE",2025-03-28,"Western Wyoming Community College",4
"1196","CTE",2025-04-04,"Central Wyoming College",2
"1197","CTE",2025-04-04,"Eastern Wyoming Community College",2
"1198","CTE",2025-04-04,"Gillette College",1
"1199","CTE",2025-04-04,"Laramie County Community College",3
"1200","CTE",2025-04-04,"Sheridan College",13
"1201","CTE",2025-04-04,"University of Wyoming",10
"1202","CTE",2025-04-04,"Western Wyoming Community College",5
"1203","CTE",2025-04-11,"Central Wyoming College",2
"1204","CTE",2025-04-11,"Eastern Wyoming Community College",2
"1205","CTE",2025-04-11,"Gillette College",2
"1206","CTE",2025-04-11,"Laramie County Community College",3
"1207","CTE",2025-04-11,"Sheridan College",13
"1208","CTE",2025-04-11,"University of Wyoming",10
"1209","CTE",2025-04-11,"Western Wyoming Community College",5
"1210","CTE",2025-04-18,"Central Wyoming College",2
"1211","CTE",2025-04-18,"Eastern Wyoming Community College",2
"1212","CTE",2025-04-18,"Gillette College",2
"1213","CTE",2025-04-18,"Laramie County Community College",1
"1214","CTE",2025-04-18,"Sheridan College",13
"1215","CTE",2025-04-18,"University of Wyoming",10
"1216","CTE",2025-04-18,"Western Wyoming Community College",5
"1217","CTE",2025-04-25,"Casper College",1
"1218","CTE",2025-04-25,"Central Wyoming College",2
"1219","CTE",2025-04-25,"Eastern Wyoming Community College",3
"1220","CTE",2025-04-25,"Gillette College",2
"1221","CTE",2025-04-25,"Laramie County Community College",2
"1222","CTE",2025-04-25,"Sheridan College",14
"1223","CTE",2025-04-25,"University of Wyoming",9
"1224","CTE",2025-04-25,"Western Wyoming Community College",6
"1225","CTE",2025-05-02,"Casper College",1
"1226","CTE",2025-05-02,"Central Wyoming College",2
"1227","CTE",2025-05-02,"Eastern Wyoming Community College",4
"1228","CTE",2025-05-02,"Gillette College",3
"1229","CTE",2025-05-02,"Laramie County Community College",2
"1230","CTE",2025-05-02,"Sheridan College",14
"1231","CTE",2025-05-02,"University of Wyoming",11
"1232","CTE",2025-05-02,"Western Wyoming Community College",6
"1233","CTE",2025-05-09,"Casper College",1
"1234","CTE",2025-05-09,"Central Wyoming College",2
"1235","CTE",2025-05-09,"Eastern Wyoming Community College",6
"1236","CTE",2025-05-09,"Gillette College",3
"1237","CTE",2025-05-09,"Laramie County Community College",2
"1238","CTE",2025-05-09,"Sheridan College",14
"1239","CTE",2025-05-09,"University of Wyoming",9
"1240","CTE",2025-05-09,"Western Wyoming Community College",6
"1241","CTE",2025-05-16,"Casper College",1
"1242","CTE",2025-05-16,"Central Wyoming College",2
"1243","CTE",2025-05-16,"Eastern Wyoming Community College",6
"1244","CTE",2025-05-16,"Gillette College",3
"1245","CTE",2025-05-16,"Laramie County Community College",3
"1246","CTE",2025-05-16,"Northwest College",1
"1247","CTE",2025-05-16,"Sheridan College",14
"1248","CTE",2025-05-16,"University of Wyoming",10
"1249","CTE",2025-05-16,"Western Wyoming Community College",6
"1250","CTE",2025-05-23,"Central Wyoming College",2
"1251","CTE",2025-05-23,"Eastern Wyoming Community College",5
"1252","CTE",2025-05-23,"Gillette College",3
"1253","CTE",2025-05-23,"Laramie County Community College",2
"1254","CTE",2025-05-23,"Northwest College",1
"1255","CTE",2025-05-23,"Sheridan College",14
"1256","CTE",2025-05-23,"University of Wyoming",10
"1257","CTE",2025-05-23,"Western Wyoming Community College",6
"1258","CTE",2025-05-30,"Central Wyoming College",3
"1259","CTE",2025-05-30,"Eastern Wyoming Community College",5
"1260","CTE",2025-05-30,"Gillette College",3
"1261","CTE",2025-05-30,"Laramie County Community College",3
"1262","CTE",2025-05-30,"Northwest College",1
"1263","CTE",2025-05-30,"Sheridan College",16
"1264","CTE",2025-05-30,"University of Wyoming",10
"1265","CTE",2025-05-30,"Western Wyoming Community College",6
"1266","CTE",2025-06-06,"Central Wyoming College",3
"1267","CTE",2025-06-06,"Eastern Wyoming Community College",4
"1268","CTE",2025-06-06,"Gillette College",3
"1269","CTE",2025-06-06,"Laramie County Community College",3
"1270","CTE",2025-06-06,"Northwest College",1
"1271","CTE",2025-06-06,"Sheridan College",16
"1272","CTE",2025-06-06,"University of Wyoming",6
"1273","CTE",2025-06-06,"Western Wyoming Community College",6
"1274","CTE",2025-06-13,"Central Wyoming College",4
"1275","CTE",2025-06-13,"Eastern Wyoming Community College",3
"1276","CTE",2025-06-13,"Gillette College",3
"1277","CTE",2025-06-13,"Laramie County Community College",2
"1278","CTE",2025-06-13,"Northwest College",1
"1279","CTE",2025-06-13,"Sheridan College",16
"1280","CTE",2025-06-13,"University of Wyoming",6
"1281","CTE",2025-06-13,"Western Wyoming Community College",6
"1282","CTE",2025-06-20,"Central Wyoming College",5
"1283","CTE",2025-06-20,"Eastern Wyoming Community College",4
"1284","CTE",2025-06-20,"Gillette College",4
"1285","CTE",2025-06-20,"Laramie County Community College",5
"1286","CTE",2025-06-20,"Northwest College",1
"1287","CTE",2025-06-20,"Sheridan College",16
"1288","CTE",2025-06-20,"University of Wyoming",4
"1289","CTE",2025-06-20,"Western Wyoming Community College",6
"1290","CTE",2025-06-27,"Casper College",1
"1291","CTE",2025-06-27,"Central Wyoming College",4
"1292","CTE",2025-06-27,"Eastern Wyoming Community College",4
"1293","CTE",2025-06-27,"Gillette College",4
"1294","CTE",2025-06-27,"Laramie County Community College",4
"1295","CTE",2025-06-27,"Northwest College",1
"1296","CTE",2025-06-27,"Sheridan College",16
"1297","CTE",2025-06-27,"University of Wyoming",4
"1298","CTE",2025-06-27,"Western Wyoming Community College",5
"1299","CTE",2025-07-04,"Casper College",1
"1300","CTE",2025-07-04,"Central Wyoming College",4
"1301","CTE",2025-07-04,"Eastern Wyoming Community College",4
"1302","CTE",2025-07-04,"Gillette College",4
"1303","CTE",2025-07-04,"Laramie County Community College",3
"1304","CTE",2025-07-04,"Northwest College",1
"1305","CTE",2025-07-04,"Sheridan College",16
"1306","CTE",2025-07-04,"University of Wyoming",3
"1307","CTE",2025-07-04,"Western Wyoming Community College",5
"1308","CTE",2025-07-11,"Central Wyoming College",4
"1309","CTE",2025-07-11,"Eastern Wyoming Community College",4
"1310","CTE",2025-07-11,"Gillette College",4
"1311","CTE",2025-07-11,"Laramie County Community College",3
"1312","CTE",2025-07-11,"Northwest College",2
"1313","CTE",2025-07-11,"Sheridan College",16
"1314","CTE",2025-07-11,"University of Wyoming",1
"1315","CTE",2025-07-11,"Western Wyoming Community College",5
"1316","CTE",2025-07-18,"Central Wyoming College",4
"1317","CTE",2025-07-18,"Eastern Wyoming Community College",4
"1318","CTE",2025-07-18,"Gillette College",3
"1319","CTE",2025-07-18,"Laramie County Community College",3
"1320","CTE",2025-07-18,"Northwest College",2
"1321","CTE",2025-07-18,"Sheridan College",16
"1322","CTE",2025-07-18,"University of Wyoming",1
"1323","CTE",2025-07-18,"Western Wyoming Community College",5
"1324","CTE",2025-07-25,"Central Wyoming College",4
"1325","CTE",2025-07-25,"Eastern Wyoming Community College",4
"1326","CTE",2025-07-25,"Gillette College",4
"1327","CTE",2025-07-25,"Laramie County Community College",3
"1328","CTE",2025-07-25,"Northwest College",2
"1329","CTE",2025-07-25,"Sheridan College",15
"1330","CTE",2025-07-25,"University of Wyoming",1
"1331","CTE",2025-07-25,"Western Wyoming Community College",5
"1332","CTE",2025-08-01,"Central Wyoming College",4
"1333","CTE",2025-08-01,"Eastern Wyoming Community College",4
"1334","CTE",2025-08-01,"Gillette College",4
"1335","CTE",2025-08-01,"Laramie County Community College",3
"1336","CTE",2025-08-01,"Northwest College",2
"1337","CTE",2025-08-01,"Sheridan College",13
"1338","CTE",2025-08-01,"University of Wyoming",1
"1339","CTE",2025-08-01,"Western Wyoming Community College",5
"1340","CTE",2025-08-08,"Central Wyoming College",4
"1341","CTE",2025-08-08,"Eastern Wyoming Community College",3
"1342","CTE",2025-08-08,"Gillette College",4
"1343","CTE",2025-08-08,"Laramie County Community College",2
"1344","CTE",2025-08-08,"Northwest College",2
"1345","CTE",2025-08-08,"Sheridan College",13
"1346","CTE",2025-08-08,"University of Wyoming",2
"1347","CTE",2025-08-08,"Western Wyoming Community College",6
"1348","CTE",2025-08-15,"Central Wyoming College",4
"1349","CTE",2025-08-15,"Eastern Wyoming Community College",4
"1350","CTE",2025-08-15,"Gillette College",5
"1351","CTE",2025-08-15,"Laramie County Community College",2
"1352","CTE",2025-08-15,"Northwest College",2
"1353","CTE",2025-08-15,"Sheridan College",12
"1354","CTE",2025-08-15,"University of Wyoming",3
"1355","CTE",2025-08-15,"Western Wyoming Community College",6
"1356","CTE",2025-08-22,"Central Wyoming College",3
"1357","CTE",2025-08-22,"Eastern Wyoming Community College",4
"1358","CTE",2025-08-22,"Gillette College",5
"1359","CTE",2025-08-22,"Laramie County Community College",2
"1360","CTE",2025-08-22,"Northwest College",1
"1361","CTE",2025-08-22,"Sheridan College",12
"1362","CTE",2025-08-22,"University of Wyoming",5
"1363","CTE",2025-08-22,"Western Wyoming Community College",6
"1364","CTE",2025-08-29,"Central Wyoming College",3
"1365","CTE",2025-08-29,"Eastern Wyoming Community College",4
"1366","CTE",2025-08-29,"Gillette College",5
"1367","CTE",2025-08-29,"Laramie County Community College",1
"1368","CTE",2025-08-29,"Northwest College",1
"1369","CTE",2025-08-29,"Sheridan College",12
"1370","CTE",2025-08-29,"University of Wyoming",5
"1371","CTE",2025-08-29,"Western Wyoming Community College",6
"1372","CTE",2025-09-05,"Central Wyoming College",3
"1373","CTE",2025-09-05,"Eastern Wyoming Community College",4
"1374","CTE",2025-09-05,"Gillette College",4
"1375","CTE",2025-09-05,"Laramie County Community College",1
"1376","CTE",2025-09-05,"Northwest College",1
"1377","CTE",2025-09-05,"Sheridan College",12
"1378","CTE",2025-09-05,"University of Wyoming",6
"1379","CTE",2025-09-05,"Western Wyoming Community College",6
"1380","CTE",2025-09-12,"Central Wyoming College",3
"1381","CTE",2025-09-12,"Eastern Wyoming Community College",4
"1382","CTE",2025-09-12,"Gillette College",4
"1383","CTE",2025-09-12,"Laramie County Community College",2
"1384","CTE",2025-09-12,"Northwest College",1
"1385","CTE",2025-09-12,"Sheridan College",12
"1386","CTE",2025-09-12,"University of Wyoming",6
"1387","CTE",2025-09-12,"Western Wyoming Community College",5
"1388","CTE",2025-09-19,"Central Wyoming College",1
"1389","CTE",2025-09-19,"Eastern Wyoming Community College",4
"1390","CTE",2025-09-19,"Gillette College",3
"1391","CTE",2025-09-19,"Laramie County Community College",2
"1392","CTE",2025-09-19,"Northwest College",1
"1393","CTE",2025-09-19,"Sheridan College",12
"1394","CTE",2025-09-19,"University of Wyoming",8
"1395","CTE",2025-09-19,"Western Wyoming Community College",4
"1396","CTE",2025-09-26,"Casper College",1
"1397","CTE",2025-09-26,"Central Wyoming College",1
"1398","CTE",2025-09-26,"Eastern Wyoming Community College",4
"1399","CTE",2025-09-26,"Gillette College",2
"1400","CTE",2025-09-26,"Laramie County Community College",2
"1401","CTE",2025-09-26,"Northwest College",1
"1402","CTE",2025-09-26,"Sheridan College",12
"1403","CTE",2025-09-26,"University of Wyoming",8
"1404","CTE",2025-09-26,"Western Wyoming Community College",4
"1405","CTE",2025-10-03,"Casper College",1
"1406","CTE",2025-10-03,"Central Wyoming College",1
"1407","CTE",2025-10-03,"Eastern Wyoming Community College",4
"1408","CTE",2025-10-03,"Gillette College",2
"1409","CTE",2025-10-03,"Laramie County Community College",2
"1410","CTE",2025-10-03,"Northwest College",1
"1411","CTE",2025-10-03,"Sheridan College",12
"1412","CTE",2025-10-03,"University of Wyoming",9
"1413","CTE",2025-10-03,"Western Wyoming Community College",4
"1414","CTE",2025-10-10,"Casper College",1
"1415","CTE",2025-10-10,"Central Wyoming College",1
"1416","CTE",2025-10-10,"Eastern Wyoming Community College",4
"1417","CTE",2025-10-10,"Gillette College",2
"1418","CTE",2025-10-10,"Laramie County Community College",2
"1419","CTE",2025-10-10,"Northwest College",1
"1420","CTE",2025-10-10,"Sheridan College",12
"1421","CTE",2025-10-10,"University of Wyoming",11
"1422","CTE",2025-10-10,"Western Wyoming Community College",3
"1423","CTE",2025-10-17,"Casper College",1
"1424","CTE",2025-10-17,"Central Wyoming College",1
"1425","CTE",2025-10-17,"Eastern Wyoming Community College",2
"1426","CTE",2025-10-17,"Gillette College",2
"1427","CTE",2025-10-17,"Laramie County Community College",2
"1428","CTE",2025-10-17,"Northwest College",1
"1429","CTE",2025-10-17,"Sheridan College",12
"1430","CTE",2025-10-17,"University of Wyoming",12
"1431","CTE",2025-10-17,"Western Wyoming Community College",3
"1432","CTE",2025-10-24,"Casper College",1
"1433","CTE",2025-10-24,"Central Wyoming College",1
"1434","CTE",2025-10-24,"Eastern Wyoming Community College",2
"1435","CTE",2025-10-24,"Gillette College",2
"1436","CTE",2025-10-24,"Laramie County Community College",2
"1437","CTE",2025-10-24,"Northwest College",1
"1438","CTE",2025-10-24,"Sheridan College",12
"1439","CTE",2025-10-24,"University of Wyoming",12
"1440","CTE",2025-10-24,"Western Wyoming Community College",3
"1441","CTE",2025-10-31,"Casper College",1
"1442","CTE",2025-10-31,"Eastern Wyoming Community College",2
"1443","CTE",2025-10-31,"Gillette College",2
"1444","CTE",2025-10-31,"Laramie County Community College",2
"1445","CTE",2025-10-31,"Northwest College",1
"1446","CTE",2025-10-31,"Sheridan College",12
"1447","CTE",2025-10-31,"University of Wyoming",12
"1448","CTE",2025-10-31,"Western Wyoming Community College",3
"1449","CTE",2025-11-07,"Casper College",1
"1450","CTE",2025-11-07,"Eastern Wyoming Community College",2
"1451","CTE",2025-11-07,"Gillette College",1
"1452","CTE",2025-11-07,"Laramie County Community College",2
"1453","CTE",2025-11-07,"Northwest College",1
"1454","CTE",2025-11-07,"Sheridan College",12
"1455","CTE",2025-11-07,"University of Wyoming",13
"1456","CTE",2025-11-07,"Western Wyoming Community College",3
"1457","CTE",2025-11-14,"Casper College",1
"1458","CTE",2025-11-14,"Eastern Wyoming Community College",2
"1459","CTE",2025-11-14,"Gillette College",1
"1460","CTE",2025-11-14,"Laramie County Community College",2
"1461","CTE",2025-11-14,"Northwest College",1
"1462","CTE",2025-11-14,"Sheridan College",12
"1463","CTE",2025-11-14,"University of Wyoming",12
"1464","CTE",2025-11-14,"Western Wyoming Community College",3
"1465","CTE",2025-11-21,"Casper College",1
"1466","CTE",2025-11-21,"Eastern Wyoming Community College",1
"1467","CTE",2025-11-21,"Gillette College",1
"1468","CTE",2025-11-21,"Laramie County Community College",2
"1469","CTE",2025-11-21,"Northwest College",1
"1470","CTE",2025-11-21,"Sheridan College",12
"1471","CTE",2025-11-21,"University of Wyoming",12
"1472","CTE",2025-11-21,"Western Wyoming Community College",3
"1473","CTE",2025-11-28,"Casper College",1
"1474","CTE",2025-11-28,"Gillette College",1
"1475","CTE",2025-11-28,"Laramie County Community College",3
"1476","CTE",2025-11-28,"Northwest College",1
"1477","CTE",2025-11-28,"Sheridan College",12
"1478","CTE",2025-11-28,"University of Wyoming",11
"1479","CTE",2025-11-28,"Western Wyoming Community College",3
"1480","CTE",2025-12-05,"Gillette College",1
"1481","CTE",2025-12-05,"Laramie County Community College",3
"1482","CTE",2025-12-05,"Northwest College",1
"1483","CTE",2025-12-05,"Sheridan College",12
"1484","CTE",2025-12-05,"University of Wyoming",12
"1485","CTE",2025-12-05,"Western Wyoming Community College",3
"1486","CTE",2025-12-12,"Gillette College",1
"1487","CTE",2025-12-12,"Laramie County Community College",2
"1488","CTE",2025-12-12,"Northwest College",1
"1489","CTE",2025-12-12,"Sheridan College",12
"1490","CTE",2025-12-12,"University of Wyoming",11
"1491","CTE",2025-12-12,"Western Wyoming Community College",3
"1492","CTE",2025-12-19,"Gillette College",2
"1493","CTE",2025-12-19,"Laramie County Community College",2
"1494","CTE",2025-12-19,"Northwest College",3
"1495","CTE",2025-12-19,"Sheridan College",12
"1496","CTE",2025-12-19,"University of Wyoming",10
"1497","CTE",2025-12-19,"Western Wyoming Community College",3
"1498","CTE",2025-12-26,"Gillette College",2
"1499","CTE",2025-12-26,"Laramie County Community College",2
"1500","CTE",2025-12-26,"Northwest College",3
"1501","CTE",2025-12-26,"Sheridan College",12
"1502","CTE",2025-12-26,"University of Wyoming",13
"1503","CTE",2025-12-26,"Western Wyoming Community College",3
"1504","CTE",2026-01-02,"Gillette College",2
"1505","CTE",2026-01-02,"Laramie County Community College",2
"1506","CTE",2026-01-02,"Northwest College",3
"1507","CTE",2026-01-02,"Sheridan College",12
"1508","CTE",2026-01-02,"University of Wyoming",12
"1509","CTE",2026-01-02,"Western Wyoming Community College",3
"1510","CTE",2026-01-09,"Gillette College",2
"1511","CTE",2026-01-09,"Laramie County Community College",2
"1512","CTE",2026-01-09,"Northwest College",3
"1513","CTE",2026-01-09,"Sheridan College",12
"1514","CTE",2026-01-09,"University of Wyoming",11
"1515","CTE",2026-01-09,"Western Wyoming Community College",4
"1516","CTE",2026-01-16,"Gillette College",2
"1517","CTE",2026-01-16,"Laramie County Community College",2
"1518","CTE",2026-01-16,"Northwest College",1
"1519","CTE",2026-01-16,"Sheridan College",12
"1520","CTE",2026-01-16,"University of Wyoming",10
"1521","CTE",2026-01-16,"Western Wyoming Community College",4
"1522","CTE",2026-01-23,"Casper College",1
"1523","CTE",2026-01-23,"Gillette College",2
"1524","CTE",2026-01-23,"Laramie County Community College",2
"1525","CTE",2026-01-23,"Northwest College",1
"1526","CTE",2026-01-23,"Sheridan College",12
"1527","CTE",2026-01-23,"University of Wyoming",11
"1528","CTE",2026-01-23,"Western Wyoming Community College",4
"1529","CTE",2026-01-30,"Casper College",1
"1530","CTE",2026-01-30,"Gillette College",2
"1531","CTE",2026-01-30,"Laramie County Community College",2
"1532","CTE",2026-01-30,"Northwest College",1
"1533","CTE",2026-01-30,"Sheridan College",12
"1534","CTE",2026-01-30,"University of Wyoming",11
"1535","CTE",2026-01-30,"Western Wyoming Community College",3
"1536","CTE",2026-02-06,"Casper College",1
"1537","CTE",2026-02-06,"Gillette College",2
"1538","CTE",2026-02-06,"Laramie County Community College",3
"1539","CTE",2026-02-06,"Northwest College",1
"1540","CTE",2026-02-06,"Sheridan College",12
"1541","CTE",2026-02-06,"University of Wyoming",12
"1542","CTE",2026-02-06,"Western Wyoming Community College",3
"1543","CTE",2026-02-13,"Casper College",1
"1544","CTE",2026-02-13,"Gillette College",2
"1545","CTE",2026-02-13,"Laramie County Community College",3
"1546","CTE",2026-02-13,"Northwest College",1
"1547","CTE",2026-02-13,"Sheridan College",12
"1548","CTE",2026-02-13,"University of Wyoming",12
"1549","CTE",2026-02-13,"Western Wyoming Community College",1
"1550","CTE",2026-02-20,"Casper College",1
"1551","CTE",2026-02-20,"Gillette College",2
"1552","CTE",2026-02-20,"Laramie County Community College",1
"1553","CTE",2026-02-20,"Northwest College",1
"1554","CTE",2026-02-20,"Sheridan College",12
"1555","CTE",2026-02-20,"University of Wyoming",10
"1556","CTE",2026-02-20,"Western Wyoming Community College",2
"1557","CTE",2026-02-27,"Casper College",1
"1558","CTE",2026-02-27,"Gillette College",2
"1559","CTE",2026-02-27,"Laramie County Community College",3
"1560","CTE",2026-02-27,"Northwest College",1
"1561","CTE",2026-02-27,"Sheridan College",12
"1562","CTE",2026-02-27,"University of Wyoming",10
"1563","CTE",2026-02-27,"Western Wyoming Community College",2
"1564","CTE",2026-08-03,"Central Wyoming College",1
"1565","CTE",2026-08-03,"Eastern Wyoming Community College",1
"1566","CTE",2026-08-03,"Northwest College",1
"1567","CTE",2026-08-03,"Sheridan College",12
"1568","Culinary/Hospitality",2024-08-09,"Central Wyoming College",3
"1569","Culinary/Hospitality",2024-08-09,"Sheridan College",2
"1570","Culinary/Hospitality",2024-08-16,"Central Wyoming College",1
"1571","Culinary/Hospitality",2024-08-16,"Sheridan College",2
"1572","Culinary/Hospitality",2024-08-23,"Central Wyoming College",1
"1573","Culinary/Hospitality",2024-08-23,"Sheridan College",2
"1574","Culinary/Hospitality",2024-08-30,"Central Wyoming College",1
"1575","Culinary/Hospitality",2024-08-30,"Sheridan College",2
"1576","Culinary/Hospitality",2024-09-06,"Central Wyoming College",2
"1577","Culinary/Hospitality",2024-09-06,"Sheridan College",2
"1578","Culinary/Hospitality",2024-09-13,"Sheridan College",2
"1579","Culinary/Hospitality",2024-09-20,"Sheridan College",2
"1580","Culinary/Hospitality",2024-09-27,"Sheridan College",2
"1581","Culinary/Hospitality",2024-10-04,"Sheridan College",2
"1582","Culinary/Hospitality",2024-10-11,"Central Wyoming College",2
"1583","Culinary/Hospitality",2024-10-11,"Sheridan College",2
"1584","Culinary/Hospitality",2024-10-18,"Sheridan College",2
"1585","Culinary/Hospitality",2024-10-25,"Central Wyoming College",2
"1586","Culinary/Hospitality",2024-10-25,"Sheridan College",2
"1587","Culinary/Hospitality",2024-11-01,"Sheridan College",2
"1588","Culinary/Hospitality",2024-11-08,"Sheridan College",2
"1589","Culinary/Hospitality",2024-11-15,"Central Wyoming College",2
"1590","Culinary/Hospitality",2024-11-15,"Sheridan College",2
"1591","Culinary/Hospitality",2024-11-22,"Central Wyoming College",2
"1592","Culinary/Hospitality",2024-11-22,"Sheridan College",2
"1593","Culinary/Hospitality",2024-11-29,"Central Wyoming College",2
"1594","Culinary/Hospitality",2024-11-29,"Sheridan College",2
"1595","Culinary/Hospitality",2024-12-06,"Central Wyoming College",2
"1596","Culinary/Hospitality",2024-12-06,"Sheridan College",2
"1597","Culinary/Hospitality",2024-12-13,"Central Wyoming College",2
"1598","Culinary/Hospitality",2024-12-13,"Sheridan College",2
"1599","Culinary/Hospitality",2024-12-20,"Central Wyoming College",2
"1600","Culinary/Hospitality",2024-12-20,"Sheridan College",2
"1601","Culinary/Hospitality",2024-12-27,"Central Wyoming College",2
"1602","Culinary/Hospitality",2024-12-27,"Sheridan College",2
"1603","Culinary/Hospitality",2025-01-03,"Central Wyoming College",2
"1604","Culinary/Hospitality",2025-01-03,"Sheridan College",2
"1605","Culinary/Hospitality",2025-01-10,"Central Wyoming College",2
"1606","Culinary/Hospitality",2025-01-10,"Sheridan College",2
"1607","Culinary/Hospitality",2025-01-17,"Central Wyoming College",2
"1608","Culinary/Hospitality",2025-01-17,"Sheridan College",2
"1609","Culinary/Hospitality",2025-01-24,"Central Wyoming College",2
"1610","Culinary/Hospitality",2025-01-24,"Sheridan College",2
"1611","Culinary/Hospitality",2025-01-31,"Central Wyoming College",2
"1612","Culinary/Hospitality",2025-01-31,"Sheridan College",2
"1613","Culinary/Hospitality",2025-02-07,"Central Wyoming College",2
"1614","Culinary/Hospitality",2025-02-07,"Sheridan College",2
"1615","Culinary/Hospitality",2025-02-14,"Central Wyoming College",2
"1616","Culinary/Hospitality",2025-02-14,"Sheridan College",3
"1617","Culinary/Hospitality",2025-02-21,"Sheridan College",3
"1618","Culinary/Hospitality",2025-02-21,"University of Wyoming",1
"1619","Culinary/Hospitality",2025-02-28,"Sheridan College",3
