"","Category","Archive_Date","Institution","sum"
"2025","Humanities",2025-06-13,"Sheridan College",2
"2026","Humanities",2025-06-20,"Sheridan College",2
"2027","Humanities",2025-06-20,"University of Wyoming",1
"2028","Humanities",2025-06-27,"Sheridan College",2
"2029","Humanities",2025-06-27,"University of Wyoming",1
"2030","Humanities",2025-07-04,"Sheridan College",2
"2031","Humanities",2025-07-04,"University of Wyoming",1
"2032","Humanities",2025-07-11,"Sheridan College",2
"2033","Humanities",2025-07-11,"University of Wyoming",1
"2034","Humanities",2025-07-18,"Sheridan College",2
"2035","Humanities",2025-07-18,"University of Wyoming",1
"2036","Humanities",2025-07-25,"Sheridan College",2
"2037","Humanities",2025-07-25,"University of Wyoming",1
"2038","Humanities",2025-08-01,"Sheridan College",2
"2039","Humanities",2025-08-01,"University of Wyoming",1
"2040","Humanities",2025-08-01,"Western Wyoming Community College",3
"2041","Humanities",2025-08-08,"Sheridan College",2
"2042","Humanities",2025-08-08,"University of Wyoming",1
"2043","Humanities",2025-08-08,"Western Wyoming Community College",3
"2044","Humanities",2025-08-15,"Sheridan College",2
"2045","Humanities",2025-08-15,"University of Wyoming",1
"2046","Humanities",2025-08-15,"Western Wyoming Community College",3
"2047","Humanities",2025-08-22,"Sheridan College",2
"2048","Humanities",2025-08-22,"University of Wyoming",1
"2049","Humanities",2025-08-22,"Western Wyoming Community College",3
"2050","Humanities",2025-08-29,"Sheridan College",2
"2051","Humanities",2025-08-29,"University of Wyoming",1
"2052","Humanities",2025-08-29,"Western Wyoming Community College",3
"2053","Humanities",2025-09-05,"Sheridan College",2
"2054","Humanities",2025-09-05,"University of Wyoming",2
"2055","Humanities",2025-09-05,"Western Wyoming Community College",3
"2056","Humanities",2025-09-12,"Sheridan College",2
"2057","Humanities",2025-09-12,"University of Wyoming",2
"2058","Humanities",2025-09-12,"Western Wyoming Community College",2
"2059","Humanities",2025-09-19,"Laramie County Community College",1
"2060","Humanities",2025-09-19,"Sheridan College",2
"2061","Humanities",2025-09-19,"University of Wyoming",3
"2062","Humanities",2025-09-19,"Western Wyoming Community College",1
"2063","Humanities",2025-09-26,"Laramie County Community College",1
"2064","Humanities",2025-09-26,"Sheridan College",2
"2065","Humanities",2025-09-26,"University of Wyoming",3
"2066","Humanities",2025-09-26,"Western Wyoming Community College",1
"2067","Humanities",2025-10-03,"Laramie County Community College",1
"2068","Humanities",2025-10-03,"Sheridan College",2
"2069","Humanities",2025-10-03,"University of Wyoming",3
"2070","Humanities",2025-10-03,"Western Wyoming Community College",1
"2071","Humanities",2025-10-10,"Laramie County Community College",1
"2072","Humanities",2025-10-10,"Sheridan College",2
"2073","Humanities",2025-10-10,"University of Wyoming",3
"2074","Humanities",2025-10-17,"Laramie County Community College",1
"2075","Humanities",2025-10-17,"Sheridan College",2
"2076","Humanities",2025-10-17,"University of Wyoming",3
"2077","Humanities",2025-10-24,"Laramie County Community College",1
"2078","Humanities",2025-10-24,"Sheridan College",2
"2079","Humanities",2025-10-24,"University of Wyoming",3
"2080","Humanities",2025-10-31,"Laramie County Community College",1
"2081","Humanities",2025-10-31,"Sheridan College",2
"2082","Humanities",2025-10-31,"University of Wyoming",3
"2083","Humanities",2025-11-07,"Laramie County Community College",1
"2084","Humanities",2025-11-07,"Sheridan College",2
"2085","Humanities",2025-11-07,"University of Wyoming",3
"2086","Humanities",2025-11-14,"Laramie County Community College",1
"2087","Humanities",2025-11-14,"Sheridan College",2
"2088","Humanities",2025-11-14,"University of Wyoming",2
"2089","Humanities",2025-11-21,"Laramie County Community College",1
"2090","Humanities",2025-11-21,"Sheridan College",2
"2091","Humanities",2025-11-21,"University of Wyoming",3
"2092","Humanities",2025-11-28,"Sheridan College",2
"2093","Humanities",2025-11-28,"University of Wyoming",3
"2094","Humanities",2025-12-05,"Sheridan College",2
"2095","Humanities",2025-12-05,"University of Wyoming",3
"2096","Humanities",2025-12-12,"Sheridan College",2
"2097","Humanities",2025-12-12,"University of Wyoming",2
"2098","Humanities",2025-12-19,"Northwest College",1
"2099","Humanities",2025-12-19,"Sheridan College",2
"2100","Humanities",2025-12-19,"University of Wyoming",2
"2101","Humanities",2025-12-26,"Northwest College",1
"2102","Humanities",2025-12-26,"Sheridan College",2
"2103","Humanities",2025-12-26,"University of Wyoming",2
"2104","Humanities",2026-01-02,"Northwest College",1
"2105","Humanities",2026-01-02,"Sheridan College",2
"2106","Humanities",2026-01-02,"University of Wyoming",2
"2107","Humanities",2026-01-09,"Northwest College",1
"2108","Humanities",2026-01-09,"Sheridan College",2
"2109","Humanities",2026-01-09,"University of Wyoming",1
"2110","Humanities",2026-01-16,"Sheridan College",2
"2111","Humanities",2026-01-16,"University of Wyoming",1
"2112","Humanities",2026-01-23,"Sheridan College",2
"2113","Humanities",2026-01-23,"University of Wyoming",1
"2114","Humanities",2026-01-30,"Sheridan College",2
"2115","Humanities",2026-01-30,"University of Wyoming",1
"2116","Humanities",2026-02-06,"Sheridan College",2
"2117","Humanities",2026-02-06,"University of Wyoming",1
"2118","Humanities",2026-02-13,"Sheridan College",2
"2119","Humanities",2026-02-13,"University of Wyoming",1
"2120","Humanities",2026-02-20,"Sheridan College",2
"2121","Humanities",2026-02-20,"University of Wyoming",1
"2122","Humanities",2026-02-27,"Sheridan College",2
"2123","Humanities",2026-02-27,"University of Wyoming",1
"2124","Humanities",2026-08-03,"Sheridan College",2
"2125","Humanities",2026-08-03,"University of Wyoming",9
"2126","Legal",2025-02-21,"University of Wyoming",2
"2127","Legal",2025-02-28,"University of Wyoming",2
"2128","Legal",2025-03-07,"University of Wyoming",2
"2129","Legal",2025-03-14,"University of Wyoming",2
"2130","Legal",2025-03-21,"University of Wyoming",1
"2131","Legal",2025-03-28,"University of Wyoming",1
"2132","Legal",2025-04-04,"University of Wyoming",1
"2133","Legal",2025-04-11,"University of Wyoming",1
"2134","Legal",2025-04-18,"University of Wyoming",1
"2135","Legal",2025-04-25,"University of Wyoming",1
"2136","Legal",2025-05-02,"University of Wyoming",1
"2137","Legal",2025-05-09,"University of Wyoming",1
"2138","Legal",2025-05-16,"University of Wyoming",1
"2139","Legal",2025-05-23,"University of Wyoming",2
"2140","Legal",2025-05-30,"University of Wyoming",2
"2141","Legal",2025-06-06,"University of Wyoming",2
"2142","Legal",2025-06-13,"University of Wyoming",2
"2143","Legal",2025-06-20,"University of Wyoming",2
"2144","Legal",2025-06-27,"University of Wyoming",2
"2145","Legal",2025-07-04,"University of Wyoming",2
"2146","Legal",2025-07-11,"University of Wyoming",2
"2147","Legal",2025-07-18,"University of Wyoming",1
"2148","Legal",2025-07-25,"University of Wyoming",1
"2149","Legal",2025-08-01,"University of Wyoming",1
"2150","Legal",2025-08-08,"University of Wyoming",1
"2151","Legal",2025-08-29,"University of Wyoming",1
"2152","Legal",2025-09-05,"University of Wyoming",1
"2153","Legal",2025-09-12,"University of Wyoming",3
"2154","Legal",2025-09-19,"University of Wyoming",4
"2155","Legal",2025-09-26,"University of Wyoming",4
"2156","Legal",2025-10-03,"University of Wyoming",5
"2157","Legal",2025-10-10,"University of Wyoming",5
"2158","Legal",2025-10-17,"University of Wyoming",5
"2159","Legal",2025-10-24,"University of Wyoming",3
"2160","Legal",2025-10-31,"University of Wyoming",2
"2161","Legal",2025-11-07,"University of Wyoming",2
"2162","Legal",2025-11-14,"University of Wyoming",2
"2163","Legal",2025-11-21,"University of Wyoming",2
"2164","Legal",2025-11-28,"University of Wyoming",2
"2165","Legal",2025-12-05,"University of Wyoming",2
"2166","Legal",2025-12-12,"University of Wyoming",2
"2167","Legal",2025-12-19,"University of Wyoming",1
"2168","Legal",2025-12-26,"University of Wyoming",1
"2169","Legal",2026-01-02,"University of Wyoming",1
"2170","Legal",2026-01-09,"University of Wyoming",1
"2171","Legal",2026-01-16,"University of Wyoming",1
"2172","Legal",2026-01-23,"University of Wyoming",1
"2173","Legal",2026-01-30,"University of Wyoming",1
"2174","Legal",2026-02-06,"University of Wyoming",1
"2175","Legal",2026-02-13,"University of Wyoming",1
"2176","Legal",2026-02-20,"University of Wyoming",1
"2177","Legal",2026-02-27,"University of Wyoming",1
"2178","Library",2024-08-09,"University of Wyoming",2
"2179","Library",2024-08-16,"University of Wyoming",2
"2180","Library",2024-08-23,"University of Wyoming",2
"2181","Library",2024-08-30,"University of Wyoming",2
"2182","Library",2024-09-06,"University of Wyoming",2
"2183","Library",2024-09-13,"University of Wyoming",2
"2184","Library",2024-09-20,"University of Wyoming",2
"2185","Library",2024-09-27,"University of Wyoming",2
"2186","Library",2024-10-04,"University of Wyoming",2
"2187","Library",2024-10-11,"University of Wyoming",2
"2188","Library",2024-10-18,"University of Wyoming",3
"2189","Library",2024-10-25,"University of Wyoming",3
"2190","Library",2024-11-01,"University of Wyoming",3
"2191","Library",2024-11-08,"University of Wyoming",3
"2192","Library",2024-11-15,"University of Wyoming",1
"2193","Library",2024-11-22,"University of Wyoming",1
"2194","Library",2024-11-29,"University of Wyoming",1
"2195","Library",2024-12-06,"University of Wyoming",1
"2196","Library",2024-12-13,"University of Wyoming",1
"2197","Library",2024-12-20,"University of Wyoming",1
"2198","Library",2024-12-27,"University of Wyoming",1
"2199","Library",2025-01-03,"University of Wyoming",1
"2200","Library",2025-01-10,"University of Wyoming",1
"2201","Library",2025-01-17,"University of Wyoming",1
"2202","Library",2025-01-24,"University of Wyoming",1
"2203","Library",2025-01-31,"University of Wyoming",2
"2204","Library",2025-02-07,"University of Wyoming",2
"2205","Library",2025-02-14,"University of Wyoming",2
"2206","Library",2025-02-21,"University of Wyoming",2
"2207","Library",2025-02-28,"University of Wyoming",2
"2208","Library",2025-03-07,"University of Wyoming",2
"2209","Library",2025-03-14,"University of Wyoming",2
"2210","Library",2025-03-21,"University of Wyoming",2
"2211","Library",2025-03-28,"University of Wyoming",2
"2212","Library",2025-04-04,"University of Wyoming",1
"2213","Library",2025-04-11,"University of Wyoming",1
"2214","Library",2025-04-18,"University of Wyoming",2
"2215","Library",2025-04-25,"University of Wyoming",2
"2216","Library",2025-05-02,"University of Wyoming",2
"2217","Library",2025-05-09,"University of Wyoming",2
"2218","Library",2025-05-16,"University of Wyoming",2
"2219","Library",2025-05-23,"University of Wyoming",2
"2220","Library",2025-05-30,"University of Wyoming",1
"2221","Library",2025-06-06,"University of Wyoming",2
"2222","Library",2025-06-13,"Central Wyoming College",1
"2223","Library",2025-06-13,"University of Wyoming",2
"2224","Library",2025-06-20,"Central Wyoming College",1
"2225","Library",2025-06-20,"Gillette College",1
"2226","Library",2025-06-20,"University of Wyoming",2
"2227","Library",2025-06-27,"Central Wyoming College",1
"2228","Library",2025-06-27,"Gillette College",1
"2229","Library",2025-06-27,"University of Wyoming",3
"2230","Library",2025-07-04,"Central Wyoming College",1
"2231","Library",2025-07-04,"Gillette College",1
"2232","Library",2025-07-04,"University of Wyoming",3
"2233","Library",2025-07-11,"Central Wyoming College",1
"2234","Library",2025-07-11,"Gillette College",1
"2235","Library",2025-07-11,"University of Wyoming",3
"2236","Library",2025-07-18,"Central Wyoming College",1
"2237","Library",2025-07-18,"Gillette College",1
"2238","Library",2025-07-18,"University of Wyoming",3
"2239","Library",2025-07-25,"Central Wyoming College",1
"2240","Library",2025-07-25,"Gillette College",1
"2241","Library",2025-07-25,"University of Wyoming",3
"2242","Library",2025-08-01,"Central Wyoming College",1
"2243","Library",2025-08-01,"Gillette College",1
"2244","Library",2025-08-01,"Laramie County Community College",1
"2245","Library",2025-08-01,"University of Wyoming",2
"2246","Library",2025-08-08,"Central Wyoming College",1
"2247","Library",2025-08-08,"Gillette College",1
"2248","Library",2025-08-08,"Laramie County Community College",1
"2249","Library",2025-08-08,"University of Wyoming",4
"2250","Library",2025-08-15,"Central Wyoming College",1
"2251","Library",2025-08-15,"Gillette College",1
"2252","Library",2025-08-15,"Laramie County Community College",1
"2253","Library",2025-08-15,"University of Wyoming",4
"2254","Library",2025-08-22,"Central Wyoming College",1
"2255","Library",2025-08-22,"Gillette College",1
"2256","Library",2025-08-22,"Laramie County Community College",1
"2257","Library",2025-08-22,"University of Wyoming",4
"2258","Library",2025-08-29,"Central Wyoming College",1
"2259","Library",2025-08-29,"Gillette College",1
"2260","Library",2025-08-29,"Laramie County Community College",1
"2261","Library",2025-08-29,"University of Wyoming",4
"2262","Library",2025-09-05,"Central Wyoming College",1
"2263","Library",2025-09-05,"Gillette College",1
"2264","Library",2025-09-05,"Laramie County Community College",1
"2265","Library",2025-09-05,"University of Wyoming",4
"2266","Library",2025-09-12,"Central Wyoming College",1
"2267","Library",2025-09-12,"Gillette College",1
"2268","Library",2025-09-12,"Laramie County Community College",1
"2269","Library",2025-09-12,"University of Wyoming",4
"2270","Library",2025-09-19,"Central Wyoming College",1
"2271","Library",2025-09-19,"University of Wyoming",4
"2272","Library",2025-09-26,"Central Wyoming College",1
"2273","Library",2025-09-26,"University of Wyoming",3
"2274","Library",2025-10-03,"Central Wyoming College",1
"2275","Library",2025-10-03,"University of Wyoming",3
"2276","Library",2025-10-10,"University of Wyoming",3
"2277","Library",2025-10-17,"University of Wyoming",3
"2278","Library",2025-10-24,"University of Wyoming",2
"2279","Library",2025-10-31,"University of Wyoming",2
"2280","Library",2025-11-07,"University of Wyoming",1
"2281","Library",2025-12-12,"Central Wyoming College",1
"2282","Library",2025-12-19,"Central Wyoming College",1
"2283","Library",2025-12-26,"Central Wyoming College",1
"2284","Library",2026-01-02,"Central Wyoming College",1
"2285","Library",2026-01-09,"Central Wyoming College",1
"2286","Library",2026-01-16,"Central Wyoming College",1
"2287","Library",2026-01-23,"Central Wyoming College",1
"2288","Library",2026-01-30,"Central Wyoming College",1
"2289","Library",2026-02-06,"Central Wyoming College",1
"2290","Library",2026-02-13,"Central Wyoming College",1
"2291","Library",2026-02-20,"Central Wyoming College",1
"2292","Library",2026-02-27,"Central Wyoming College",1
"2293","Math",2024-08-09,"Sheridan College",1
"2294","Math",2024-08-16,"Sheridan College",1
"2295","Math",2024-08-23,"Sheridan College",1
"2296","Math",2024-08-30,"Sheridan College",1
"2297","Math",2024-09-06,"Sheridan College",1
"2298","Math",2024-09-13,"Sheridan College",1
"2299","Math",2024-09-20,"Sheridan College",1
"2300","Math",2024-09-27,"Sheridan College",1
"2301","Math",2024-10-04,"Sheridan College",1
"2302","Math",2024-10-11,"Sheridan College",1
"2303","Math",2024-10-11,"University of Wyoming",2
"2304","Math",2024-10-18,"Sheridan College",1
"2305","Math",2024-10-18,"University of Wyoming",2
"2306","Math",2024-10-25,"Sheridan College",1
"2307","Math",2024-10-25,"University of Wyoming",3
"2308","Math",2024-11-01,"Sheridan College",1
"2309","Math",2024-11-01,"University of Wyoming",3
"2310","Math",2024-11-08,"Sheridan College",1
"2311","Math",2024-11-08,"University of Wyoming",3
"2312","Math",2024-11-15,"Sheridan College",1
"2313","Math",2024-11-15,"University of Wyoming",3
"2314","Math",2024-11-22,"Laramie County Community College",1
"2315","Math",2024-11-22,"Sheridan College",1
"2316","Math",2024-11-22,"University of Wyoming",3
"2317","Math",2024-11-29,"Laramie County Community College",1
"2318","Math",2024-11-29,"Sheridan College",1
"2319","Math",2024-11-29,"University of Wyoming",3
"2320","Math",2024-12-06,"Laramie County Community College",1
"2321","Math",2024-12-06,"Sheridan College",1
"2322","Math",2024-12-06,"University of Wyoming",3
"2323","Math",2024-12-13,"Laramie County Community College",1
"2324","Math",2024-12-13,"Sheridan College",1
"2325","Math",2024-12-13,"University of Wyoming",3
"2326","Math",2024-12-20,"Laramie County Community College",1
"2327","Math",2024-12-20,"Sheridan College",1
"2328","Math",2024-12-20,"University of Wyoming",3
"2329","Math",2024-12-27,"Laramie County Community College",1
"2330","Math",2024-12-27,"Sheridan College",1
"2331","Math",2024-12-27,"University of Wyoming",3
"2332","Math",2025-01-03,"Laramie County Community College",1
"2333","Math",2025-01-03,"Sheridan College",1
"2334","Math",2025-01-03,"University of Wyoming",3
"2335","Math",2025-01-10,"Laramie County Community College",1
"2336","Math",2025-01-10,"Sheridan College",1
"2337","Math",2025-01-10,"University of Wyoming",3
"2338","Math",2025-01-17,"Laramie County Community College",1
"2339","Math",2025-01-17,"Sheridan College",1
"2340","Math",2025-01-17,"University of Wyoming",3
"2341","Math",2025-01-24,"Laramie County Community College",1
"2342","Math",2025-01-24,"Sheridan College",1
"2343","Math",2025-01-24,"University of Wyoming",3
"2344","Math",2025-01-31,"Laramie County Community College",1
"2345","Math",2025-01-31,"Sheridan College",1
"2346","Math",2025-01-31,"University of Wyoming",3
"2347","Math",2025-02-07,"Laramie County Community College",1
"2348","Math",2025-02-07,"Sheridan College",1
"2349","Math",2025-02-07,"University of Wyoming",3
"2350","Math",2025-02-14,"Laramie County Community College",1
"2351","Math",2025-02-14,"Sheridan College",1
"2352","Math",2025-02-14,"University of Wyoming",3
"2353","Math",2025-02-21,"Laramie County Community College",1
"2354","Math",2025-02-21,"Sheridan College",1
"2355","Math",2025-02-21,"University of Wyoming",3
"2356","Math",2025-02-28,"Laramie County Community College",1
"2357","Math",2025-02-28,"Sheridan College",2
"2358","Math",2025-02-28,"University of Wyoming",3
"2359","Math",2025-03-07,"Sheridan College",2
"2360","Math",2025-03-07,"University of Wyoming",3
"2361","Math",2025-03-14,"Sheridan College",2
"2362","Math",2025-03-14,"University of Wyoming",3
"2363","Math",2025-03-21,"Sheridan College",2
"2364","Math",2025-03-21,"University of Wyoming",3
"2365","Math",2025-03-28,"Sheridan College",2
"2366","Math",2025-03-28,"University of Wyoming",3
"2367","Math",2025-04-04,"Sheridan College",2
"2368","Math",2025-04-04,"University of Wyoming",3
"2369","Math",2025-04-11,"Sheridan College",2
"2370","Math",2025-04-11,"University of Wyoming",3
"2371","Math",2025-04-18,"Sheridan College",2
"2372","Math",2025-04-18,"University of Wyoming",3
"2373","Math",2025-04-25,"Sheridan College",2
"2374","Math",2025-04-25,"University of Wyoming",3
"2375","Math",2025-05-02,"Eastern Wyoming Community College",1
"2376","Math",2025-05-02,"Sheridan College",2
"2377","Math",2025-05-02,"University of Wyoming",3
"2378","Math",2025-05-09,"Eastern Wyoming Community College",1
"2379","Math",2025-05-09,"Sheridan College",1
"2380","Math",2025-05-09,"University of Wyoming",3
"2381","Math",2025-05-16,"Eastern Wyoming Community College",1
"2382","Math",2025-05-16,"Sheridan College",1
"2383","Math",2025-05-16,"University of Wyoming",2
"2384","Math",2025-05-23,"Eastern Wyoming Community College",1
"2385","Math",2025-05-23,"Laramie County Community College",1
"2386","Math",2025-05-23,"Sheridan College",1
"2387","Math",2025-05-23,"University of Wyoming",2
"2388","Math",2025-05-30,"Eastern Wyoming Community College",1
"2389","Math",2025-05-30,"Laramie County Community College",1
"2390","Math",2025-05-30,"Sheridan College",1
"2391","Math",2025-05-30,"University of Wyoming",2
"2392","Math",2025-06-06,"Eastern Wyoming Community College",1
"2393","Math",2025-06-06,"Laramie County Community College",1
"2394","Math",2025-06-06,"Sheridan College",1
"2395","Math",2025-06-13,"Eastern Wyoming Community College",1
"2396","Math",2025-06-13,"Laramie County Community College",1
"2397","Math",2025-06-13,"Sheridan College",1
"2398","Math",2025-06-20,"Eastern Wyoming Community College",1
"2399","Math",2025-06-20,"Laramie County Community College",1
"2400","Math",2025-06-20,"Sheridan College",1
"2401","Math",2025-06-27,"Eastern Wyoming Community College",1
"2402","Math",2025-06-27,"Laramie County Community College",1
"2403","Math",2025-06-27,"Sheridan College",1
"2404","Math",2025-07-04,"Eastern Wyoming Community College",1
"2405","Math",2025-07-04,"Laramie County Community College",1
"2406","Math",2025-07-04,"Sheridan College",1
"2407","Math",2025-07-11,"Eastern Wyoming Community College",1
"2408","Math",2025-07-11,"Laramie County Community College",1
"2409","Math",2025-07-11,"Sheridan College",1
"2410","Math",2025-07-18,"Eastern Wyoming Community College",1
"2411","Math",2025-07-18,"Laramie County Community College",1
"2412","Math",2025-07-18,"Sheridan College",1
"2413","Math",2025-07-25,"Eastern Wyoming Community College",1
"2414","Math",2025-07-25,"Laramie County Community College",1
"2415","Math",2025-07-25,"Sheridan College",1
"2416","Math",2025-08-01,"Eastern Wyoming Community College",1
"2417","Math",2025-08-01,"Laramie County Community College",1
"2418","Math",2025-08-01,"Sheridan College",1
"2419","Math",2025-08-08,"Eastern Wyoming Community College",1
"2420","Math",2025-08-08,"Laramie County Community College",1
"2421","Math",2025-08-08,"Sheridan College",1
"2422","Math",2025-08-15,"Eastern Wyoming Community College",1
"2423","Math",2025-08-15,"Laramie County Community College",1
"2424","Math",2025-08-15,"Sheridan College",1
"2425","Math",2025-08-15,"University of Wyoming",1
"2426","Math",2025-08-22,"Eastern Wyoming Community College",1
"2427","Math",2025-08-22,"Laramie County Community College",1
"2428","Math",2025-08-22,"Sheridan College",1
"2429","Math",2025-08-22,"University of Wyoming",1
"2430","Math",2025-08-29,"Laramie County Community College",1
"2431","Math",2025-08-29,"Sheridan College",1
"2432","Math",2025-08-29,"University of Wyoming",1
"2433","Math",2025-09-05,"Laramie County Community College",1
"2434","Math",2025-09-05,"Sheridan College",1
"2435","Math",2025-09-05,"University of Wyoming",1
"2436","Math",2025-09-12,"Laramie County Community College",1
"2437","Math",2025-09-12,"Sheridan College",1
"2438","Math",2025-09-12,"University of Wyoming",1
"2439","Math",2025-09-19,"Laramie County Community College",1
"2440","Math",2025-09-19,"Sheridan College",1
"2441","Math",2025-09-26,"Laramie County Community College",1
"2442","Math",2025-09-26,"Sheridan College",1
"2443","Math",2025-10-03,"Laramie County Community College",1
"2444","Math",2025-10-03,"Sheridan College",1
"2445","Math",2025-10-10,"Laramie County Community College",1
"2446","Math",2025-10-10,"Sheridan College",1
"2447","Math",2025-10-17,"Laramie County Community College",1
"2448","Math",2025-10-17,"Sheridan College",1
"2449","Math",2025-10-24,"Sheridan College",1
"2450","Math",2025-10-31,"Sheridan College",1
"2451","Math",2025-11-07,"Sheridan College",1
"2452","Math",2025-11-07,"University of Wyoming",1
"2453","Math",2025-11-14,"Sheridan College",1
"2454","Math",2025-11-14,"University of Wyoming",1
"2455","Math",2025-11-21,"Sheridan College",1
"2456","Math",2025-11-21,"University of Wyoming",1
"2457","Math",2025-11-28,"Sheridan College",1
"2458","Math",2025-11-28,"University of Wyoming",1
"2459","Math",2025-12-05,"Sheridan College",1
"2460","Math",2025-12-05,"University of Wyoming",1
"2461","Math",2025-12-12,"Sheridan College",1
"2462","Math",2025-12-12,"University of Wyoming",1
"2463","Math",2025-12-19,"Sheridan College",1
"2464","Math",2025-12-19,"University of Wyoming",1
"2465","Math",2025-12-26,"Sheridan College",1
"2466","Math",2025-12-26,"University of Wyoming",1
"2467","Math",2026-01-02,"Sheridan College",1
"2468","Math",2026-01-02,"University of Wyoming",1
"2469","Math",2026-01-09,"Sheridan College",1
"2470","Math",2026-01-09,"University of Wyoming",1
"2471","Math",2026-01-16,"Sheridan College",1
"2472","Math",2026-01-16,"University of Wyoming",1
"2473","Math",2026-01-23,"Sheridan College",1
"2474","Math",2026-01-23,"University of Wyoming",1
"2475","Math",2026-01-30,"Sheridan College",1
"2476","Math",2026-01-30,"University of Wyoming",1
"2477","Math",2026-02-06,"Sheridan College",1
"2478","Math",2026-02-06,"University of Wyoming",1
"2479","Math",2026-02-13,"Eastern Wyoming Community College",1
"2480","Math",2026-02-13,"Sheridan College",1
"2481","Math",2026-02-13,"University of Wyoming",1
"2482","Math",2026-02-20,"Eastern Wyoming Community College",1
"2483","Math",2026-02-20,"Sheridan College",1
"2484","Math",2026-02-20,"University of Wyoming",1
"2485","Math",2026-02-27,"Eastern Wyoming Community College",1
"2486","Math",2026-02-27,"Sheridan College",1
"2487","Math",2026-02-27,"University of Wyoming",1
"2488","Math",2026-08-03,"Eastern Wyoming Community College",1
"2489","Math",2026-08-03,"Sheridan College",1
"2490","Physical Education",2024-08-09,"Sheridan College",1
"2491","Physical Education",2024-08-16,"Sheridan College",1
"2492","Physical Education",2024-08-23,"Sheridan College",1
"2493","Physical Education",2024-08-30,"Sheridan College",1
"2494","Physical Education",2024-09-06,"Sheridan College",1
"2495","Physical Education",2024-09-13,"Sheridan College",1
"2496","Physical Education",2024-09-20,"Sheridan College",1
"2497","Physical Education",2024-09-27,"Laramie County Community College",1
"2498","Physical Education",2024-10-04,"Laramie County Community College",1
"2499","Physical Education",2024-10-11,"Laramie County Community College",1
"2500","Physical Education",2024-10-11,"University of Wyoming",1
"2501","Physical Education",2024-10-18,"Laramie County Community College",1
"2502","Physical Education",2024-10-18,"University of Wyoming",1
"2503","Physical Education",2024-10-25,"Laramie County Community College",1
"2504","Physical Education",2024-10-25,"University of Wyoming",1
"2505","Physical Education",2024-11-01,"Laramie County Community College",1
"2506","Physical Education",2024-11-01,"University of Wyoming",1
"2507","Physical Education",2024-11-08,"Laramie County Community College",1
"2508","Physical Education",2024-11-08,"University of Wyoming",1
"2509","Physical Education",2024-11-15,"Laramie County Community College",1
"2510","Physical Education",2024-11-15,"University of Wyoming",2
"2511","Physical Education",2024-11-22,"Laramie County Community College",1
"2512","Physical Education",2024-11-22,"University of Wyoming",2
"2513","Physical Education",2024-11-29,"Laramie County Community College",1
"2514","Physical Education",2024-11-29,"University of Wyoming",2
"2515","Physical Education",2024-12-06,"Laramie County Community College",1
"2516","Physical Education",2024-12-06,"University of Wyoming",2
"2517","Physical Education",2024-12-13,"Laramie County Community College",1
"2518","Physical Education",2024-12-13,"University of Wyoming",2
"2519","Physical Education",2024-12-20,"Laramie County Community College",1
"2520","Physical Education",2024-12-20,"University of Wyoming",2
"2521","Physical Education",2024-12-27,"Laramie County Community College",1
"2522","Physical Education",2024-12-27,"University of Wyoming",2
"2523","Physical Education",2025-01-03,"Laramie County Community College",1
"2524","Physical Education",2025-01-03,"University of Wyoming",2
"2525","Physical Education",2025-01-10,"Laramie County Community College",1
"2526","Physical Education",2025-01-10,"University of Wyoming",2
"2527","Physical Education",2025-01-17,"Laramie County Community College",1
"2528","Physical Education",2025-01-17,"University of Wyoming",2
"2529","Physical Education",2025-01-24,"University of Wyoming",2
"2530","Physical Education",2025-01-31,"University of Wyoming",2
"2531","Physical Education",2025-02-07,"University of Wyoming",2
"2532","Physical Education",2025-02-14,"University of Wyoming",1
"2533","Physical Education",2025-02-21,"University of Wyoming",1
"2534","Physical Education",2025-02-28,"University of Wyoming",1
"2535","Physical Education",2025-03-07,"University of Wyoming",1
"2536","Physical Education",2025-03-14,"University of Wyoming",1
"2537","Physical Education",2025-03-21,"University of Wyoming",1
"2538","Physical Education",2025-03-28,"University of Wyoming",1
"2539","Physical Education",2025-04-04,"University of Wyoming",1
"2540","Physical Education",2025-06-20,"Laramie County Community College",1
"2541","Physical Education",2025-07-04,"Laramie County Community College",1
"2542","Physical Education",2025-09-05,"University of Wyoming",1
"2543","Physical Education",2025-09-12,"University of Wyoming",1
"2544","Physical Education",2025-09-19,"University of Wyoming",1
"2545","Physical Education",2025-09-26,"University of Wyoming",1
"2546","Physical Education",2025-10-03,"University of Wyoming",1
"2547","Physical Education",2025-10-10,"University of Wyoming",1
"2548","Physical Education",2025-10-17,"University of Wyoming",1
"2549","Physical Education",2025-10-24,"Laramie County Community College",1
"2550","Physical Education",2025-10-24,"University of Wyoming",1
"2551","Physical Education",2025-10-31,"Laramie County Community College",1
"2552","Physical Education",2025-10-31,"University of Wyoming",1
"2553","Physical Education",2025-11-07,"Laramie County Community College",1
"2554","Physical Education",2025-11-07,"University of Wyoming",1
"2555","Physical Education",2025-11-14,"Laramie County Community College",1
"2556","Physical Education",2025-11-21,"Laramie County Community College",1
"2557","Physical Education",2025-11-28,"Laramie County Community College",1
"2558","Physical Education",2025-12-05,"Laramie County Community College",1
"2559","Physical Education",2025-12-12,"Laramie County Community College",1
"2560","Physical Education",2025-12-19,"Laramie County Community College",1
"2561","Physical Education",2025-12-26,"Laramie County Community College",1
