"","title","date_posted","position","location","url","District","Archive_Date"
"392","TEACHER (THEATER)",2026-03-06,"INSTUCTIONAL LEADER","RIVERTON HIGH SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"393","TEACHER (ELA)",2026-03-06,"INSTRUCTION","RIVERTON HIGH SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"394","ELEMENTARY TEACHER (PE)",2026-03-06,"INSTRUCTION","WILLOW CREEK","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"395","HIGH SCHOOL TEACHER (COMPUTER SCIENCE)",2026-03-04,"INSTRUCTION","RIVERTON HIGH SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"396","COUNSELOR",2026-02-27,"SERVICE PROVIDER","RIVERTON HIGH SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"397","HIGH SCHOOL TEACHER (SOCIAL STUDIES)",2026-02-25,"INSTRUCTION","RIVERTON HIGH SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"398","MIDDLE SCHOOL ASSISTANT COACH (CROSS COUNTRY)",2026-02-24,"COACH","RIVERTON MIDDLE SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"399","DAYCARE ASSISTANT",2026-02-23,"STUDENT SUPPORT","ASPEN ELEMENTARY","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"400","PARA (SPED)",2026-02-23,"CLASSROOM SUPPORT","WILLOW CREEK","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"401","MIDDLE SCHOOL COACH (ASSISTANT VOLLEYBALL)",2026-02-20,"COACH","RIVERTON MIDDLE SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"402","ELEMENTARY TEACHER (SPED)",2026-02-18,"INSTRUCTION","RENDEZVOUS ELEMENTARY","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"403","PARA (SPED BSP)",2026-02-18,"CLASSROOM SUPPORT","RENDEZVOUS ELEMENTARY","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"404","ELEMENTARY TEACHER (SPED IDEAL)",2026-02-16,"INSTRUCTION","RENDEZVOUS ELEMENTARY","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"405","SPEECH LANGUAGE PATHOLOGIST",2026-02-09,"SERVICE PROVIDER","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"406","SCHOOL PSYCHOLOGIST",2026-02-09,"SERVICE PROVIDER","ALTERNATIVE/SPECIAL SERVICES","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"407","CASE MANAGER (SPED)",2026-02-02,"STUDENT SUPPORT","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"408","OCCUPATIONAL THERAPIST",2026-01-22,"SERVICE PROVIDER","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"409","HIGH SCHOOL ASSISTANT COACH (VOLLEYBALL)",2025-12-22,"COACH","RIVERTON HIGH SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"410","HIGH SCHOOL HEAD COACH (VOLLEYBALL)",2025-12-22,"COACH","RIVERTON HIGH SCHOOL","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"411","NATIVE AMERICAN EDUCATION STUDENT AMBASSADOR",2025-12-12,"TEMPORARY","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"412","BUS AIDE",2025-10-17,"NON INSTRUCTIONAL SUPPORT","BUS GARAGE - TRANSPORTATION","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"413","BUS DRIVER (PART TIME)",2025-10-17,"NON INSTRUCTIONAL SUPPORT","BUS GARAGE - TRANSPORTATION","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"414","SUBSTITUTE PARA",2025-09-26,"CLASSROOM SUPPORT","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"415","SUBSTITUTE INTERPRETER FOR DEAF/HARD OF HEARING STUDENTS",2025-01-16,"STUDENT SUPPORT","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"416","SUBSTITUTE CUSTODIAN",2024-09-17,"NON INSTRUCTIONAL SUPPORT","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"417","SUBSTITUTE DAYCARE ASSISTANT",2024-07-22,"STUDENT SUPPORT","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"418","SUBSTITUTE NURSE",2024-07-18,"SERVICE PROVIDER","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"419","SUBSTITUTE TEACHER",2024-07-18,"INSTRUCTION","DISTRICT","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"420","LIFEGUARD",2024-03-01,"NON INSTRUCTIONAL SUPPORT","RIVERTON AQUATICS CENTER","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"421","DESK CLERK",2024-03-01,"NON INSTRUCTIONAL SUPPORT","RIVERTON AQUATICS CENTER","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"422","SUBSTITUTE BUS DRIVER",2023-11-06,"NON INSTRUCTIONAL SUPPORT","BUS GARAGE - TRANSPORTATION","https://fremont25.tedk12.com/hire/index.aspx","Fremont County School District 25",2026-03-13
"423","Transportation Maintenance Staff",2026-03-09,"Transportation","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"424","Substitute Cook",2026-03-04,"Food Service","District Food Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"425","Special Education Teacher - Lincoln Elementary",2026-03-03,"Special Education","Lincoln Elementary School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"426","English Teacher - Torrington Middle School",2026-02-17,"Secondary Certified","Torrington Middle School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"427","Bus Driver/ Sub Bus Driver",2026-01-01,"Bus Driver","Transportation Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"428","Future Administrative Positions",2026-01-01,"Administrative - building","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"429","Future Substitute Teacher Positions",2026-01-01,"Substitute","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"430","Future Classified Positions",2026-01-01,"Support","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"431","Future Certified Positions",2026-01-01,"K-12","Central Administration Office","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"432","Teacher - Secondary Math - Torrington High School - Eligible for $15,000 Hiring Incentive Based on Certification",2025-09-18,"Secondary Certified","Torrington High School","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"433","Speech Language Pathologist - District",2023-07-11,"Specialist - Certified","Office of Special Services","https://goshen.tedk12.com/hire/index.aspx#aJobListings","Goshen County School District 1",2026-03-13
"434","School Psychologist 2026-2027 School Year",2026-03-12,"Certified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"435","Speech-Language Pathologist 2026-27 School Year",2026-03-12,"Certified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"436","Part Time Elementary Teacher 2026-27 School Year",2026-03-12,"Certified","Albin Elementary","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"437","Summer Groundskeeper",2026-03-10,"Summer","Pine Bluffs Jr./Sr. High School","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"438","World Language Teacher 2026-2027 school year",2026-03-02,"Certified","Burns Jr./Sr. High School","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"439","Assistant High School Football Coach",2026-02-24,"Coaching","Burns Jr./Sr. High School","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"440","Secondary Math Teacher for 2026-2027 School Year",2026-02-18,"Certified","Burns Jr./Sr. High School","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"441","Elementary Teacher 2026-27 School Year",2026-02-02,"Certified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"442","District Data/Information Specialist",2026-01-08,"Classified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"443","Industrial Arts Teacher 2026-27 School Year",2026-01-08,"Certified","Pine Bluffs Jr./Sr. High School","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"444","Assistant JH Volleyball Numbers Coach",2025-12-02,"Coaching","Burns Jr./Sr. High School","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"445","Substitute School Nurse",2025-09-15,"Substitute","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"446","ELL Parent Translator Contactor",2025-09-15,"Classified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"447","Assistant JH Football Coach",2025-08-05,"Coaching","Burns Jr./Sr. High School","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"448","ELL Paraprofessional",2025-06-10,"Classified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"449","Sub Paraprofessional",2025-01-30,"Classified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"450","Sub Custodian",2025-01-30,"Classified","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"451","Substitute Cook",2025-01-30,"Food Service","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"452","Substitute Teacher",2025-01-30,"Substitute","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"453","Substitute Bus Driver",2025-01-30,"Substitute","District","https://laramie2.tedk12.com/hire/index.aspx","Laramie County School District 2",2026-03-13
"454","Route Bus Driver",2026-03-09,"Sundance Secondary","Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"455","Special Education Teacher",2026-02-24,"Moorcroft Elementary","Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"456","Activities Director/Supervisor",2026-02-11,"Sundance Secondary","Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"457","Route Bus Driver",2026-02-11,"Moorcroft Secondary","Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"458","K-12 Music Teacher",2026-02-11,"Hulett K-12","Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"459","Route Bus Driver",2026-01-19,"Sundance Secondary","Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"460","Substitute Custodian",2025-08-06,"Sundance Secondary","Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"461","Substitute Custodian",2025-08-06,"Moorcroft Secondary","Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"462","Substitute Custodian",2025-08-06,"Hulett K-12","Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"463","Substitute Teacher",2025-08-06,"Sundance Elementary","Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"464","Substitute Teacher",2025-08-06,"Moorcroft Elementary","Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"465","Substitute Teacher",2025-08-06,"Hulett K-12","Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"466","Substitute & Activity Bus Drivers",2025-08-06,"Sundance Secondary","Sundance, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"467","Substitute & Activity Bus Drivers",2025-08-06,"Moorcroft Secondary","Moorcroft, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"468","Substitute & Activity Bus Drivers",2025-08-06,"Hulett K-12","Hulett, Wyoming","https://crook1.schoolspring.com/","Crook County School District 1",2026-03-13
"469","Assistant Principal - Junior High [BA05]",2026-03-13,"CAREY JUNIOR HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"470","1st Grade Teacher DLI Spanish [TA40]",2026-03-12,"AFFLERBACH ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"471","Assistant Tennis Coach [C132]",2026-03-06,"EAST HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"472","Head Cheer Coach [C106]",2026-03-06,"SOUTH HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"473","Elementary Head Track Coach [C188]",2026-03-05,"MEADOWLARK ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"474","Elementary Assistant Track Coach [C190]",2026-03-05,"SADDLE RIDGE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"475","Elementary Head Track Coach [C188]",2026-03-05,"SADDLE RIDGE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"476","Elementary Assistant Track Coach [C190]",2026-03-05,"PRAIRIE WIND ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"477","Elementary Head Track Coach [C188]",2026-03-05,"PRAIRIE WIND ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"478","Elementary Assistant Track Coach [C190]",2026-03-05,"DAVIS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"479","Elementary Head Track Coach [C188]",2026-03-05,"DAVIS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"480","Elementary Head Track Coach [C188]",2026-03-05,"DEMING ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"481","Elementary Assistant Track Coach [C190]",2026-03-05,"DEMING ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"482","Elementary Assistant Track Coach [C190]",2026-03-04,"BUFFALO RIDGE ELEMENTARY SCHL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"483","Elementary Head Track Coach [C188]",2026-03-04,"BUFFALO RIDGE ELEMENTARY SCHL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"484","Elementary Assistant Track Coach [C190]",2026-03-04,"ANDERSON ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"485","Elementary Head Track Coach [C188]",2026-03-04,"ANDERSON ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"486","Elementary Assistant Track Coach [C190]",2026-03-04,"DILDINE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"487","Elementary Head Track Coach [C188]",2026-03-04,"DILDINE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"488","Elementary Head Track Coach [C188]",2026-03-04,"HOBBS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"489","Elementary Assistant Track Coach [C190]",2026-03-04,"HOBBS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"490","Elementary Assistant Track Coach [C190]",2026-03-04,"JESSUP ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"491","Elementary Head Track Coach [C188]",2026-03-04,"JESSUP ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"492","Elementary Assistant Track Coach [C190]",2026-03-04,"SUNRISE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"493","Elementary Head Track Coach [C188]",2026-03-04,"SUNRISE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"494","Elementary Assistant Track Coach [C190]",2026-03-04,"ROSSMAN ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"495","Elementary Head Track Coach [C188]",2026-03-04,"ROSSMAN ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"496","Elementary Assistant Track Coach [C190]",2026-03-04,"PIONEER PARK ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"497","Elementary Head Track Coach [C188]",2026-03-04,"PIONEER PARK ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"498","Elementary Assistant Track Coach [C190]",2026-03-04,"HENDERSON ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"499","Elementary Head Track Coach [C188]",2026-03-04,"HENDERSON ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"500","Elementary Assistant Track Coach [C190]",2026-03-04,"HEBARD ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"501","Elementary Head Track Coach [C188]",2026-03-04,"HEBARD ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"502","Elementary Assistant Track Coach [C190]",2026-03-04,"GOINS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"503","Elementary Head Track Coach [C188]",2026-03-04,"GOINS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"504","Elementary Assistant Track Coach [C190]",2026-03-04,"GILCHRIST ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"505","Elementary Head Track Coach [C188]",2026-03-04,"GILCHRIST ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"506","Elementary Assistant Track Coach [C190]",2026-03-04,"FREEDOM ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"507","Elementary Head Track Coach [C188]",2026-03-04,"FREEDOM ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"508","Elementary Assistant Track Coach [C190]",2026-03-04,"FAIRVIEW ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"509","Elementary Head Track Coach [C188]",2026-03-04,"FAIRVIEW ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"510","Elementary Assistant Track Coach [C190]",2026-03-04,"COLE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"511","Elementary Head Track Coach [C188]",2026-03-04,"COLE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"512","Elementary Assistant Track Coach [C190]",2026-03-04,"BAIN ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"513","Elementary Head Track Coach [C188]",2026-03-04,"BAIN ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"514","Elementary Assistant Track Coach [C190]",2026-03-04,"BAGGS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"515","Elementary Head Track Coach [C188]",2026-03-04,"BAGGS ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"516","Elementary Assistant Track Coach [C190]",2026-03-04,"ARP ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"517","Elementary Head Track Coach [C188]",2026-03-04,"ARP ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"518","Elementary Assistant Track Coach [C190]",2026-03-04,"ALTA VISTA ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"519","Elementary Head Track Coach [C188]",2026-03-04,"ALTA VISTA ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"520","Elementary Assistant Track Coach [C190]",2026-03-04,"AFFLERBACH ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"521","Elementary Assistant Track Coach [C190]",2026-03-04,"MEADOWLARK ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"522","Elementary Head Track Coach [C188]",2026-03-04,"AFFLERBACH ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"523","Paraeducator Special Education [XP08]",2026-03-04,"ROSSMAN ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"524","Elementary Assistant Track Coach [C190]",2026-03-03,"COYOTE RIDGE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"525","Elementary Head Track Coach [C188]",2026-03-03,"COYOTE RIDGE ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"526","2nd Grade Teacher DLI Spanish [TA40]",2026-03-02,"AFFLERBACH ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"527","Paraeducator Special Education [XP08]",2026-03-02,"AFFLERBACH ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"528","Head Tennis Coach [C134]",2026-02-26,"SOUTH HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"529","Assistant Principal - Junior High [BA05]",2026-02-24,"JOHNSON JUNIOR HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"530","School Nurse - 2026/2027 Contract Year",2026-02-19,"PODER/PASS ACADEMY","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"531","Middle School Science Teacher (7th and 8th) - 2026/2027 Contract Year",2026-02-19,"PODER ACADEMY SECONDARY (PASS)","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"532","Secondary Math Teacher - 2026/2027 Contract Year",2026-02-19,"PODER ACADEMY SECONDARY (PASS)","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"533","Building Interventionist/Sub - 2026/2027 contract year",2026-02-19,"PODER ACADEMY SECONDARY (PASS)","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"534","SPED Teacher",2026-02-17,"PODER ACADEMY ELEMENTARY","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"535","Paraeducator Special Needs Life Skills [XP09]",2026-02-17,"EAST HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"536","Occupational Therapist [XT06]",2026-02-17,"Laramie County School District 1","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"537","Custodial-Head Class 4 - Remainder of the 2025/2026 Contract Year only[CU07]",2026-02-17,"DEMING ELEMENTARY SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"538","Custodial-Assistant Head Custodian - Class 5 [CU02]",2026-02-17,"SOUTH HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"539","Custodial - Head Class 5 [CU02]",2026-02-17,"MCCORMICK JUNIOR HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"540","Custodial - Head Class 5 [CU02]",2026-02-17,"JOHNSON JUNIOR HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"541","School Custodian/Maintenance",2026-02-09,"PODER ACADEMY SECONDARY (PASS)","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"542","Enrollment Marketing and Community Outreach Coordinator",2026-02-09,"PODER/PASS ACADEMY","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"543","Physical Therapy Assistant [XI03]",2026-02-09,"Laramie County School District 1","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"544","Student Sweeper [ST05]",2026-02-06,"MCCORMICK JUNIOR HIGH SCHOOL","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"545","Elementary K-6 Teacher",2026-02-05,"PODER ACADEMY ELEMENTARY","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
"546","Physical Education",2026-02-05,"PODER ACADEMY ELEMENTARY","Cheyenne, Wyoming","https://laramie1.schoolspring.com/","Laramie County School District 1",2026-03-13
