,title,date_posted,position,location,url,District,Archive_Date
445,Secondary Math Teacher for 2026-2027 School Year,2/18/2026,Certified,Burns Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
446,Elementary Teacher 2026-27 School Year,2/2/2026,Certified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
447,Industrial Arts Teacher 2026-27 School Year,1/8/2026,Certified,Pine Bluffs Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
448,Assistant JH Volleyball Numbers Coach,12/2/2025,Coaching,Burns Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
449,Substitute School Nurse,9/15/2025,Substitute,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
450,ELL Parent Translator Contactor,9/15/2025,Classified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
451,Assistant JH Football Coach,8/5/2025,Coaching,Burns Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
452,ELL Paraprofessional,6/10/2025,Classified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
453,Sub Paraprofessional,1/30/2025,Classified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
454,Sub Custodian,1/30/2025,Classified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
455,Substitute Cook,1/30/2025,Food Service,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
456,Substitute Teacher,1/30/2025,Substitute,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
457,Substitute Bus Driver,1/30/2025,Substitute,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
458,Part-Time Summer Custodian - Sundance,4/8/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
459,Part- Time Summer Custodian - Morocroft,4/8/2026,Moorcroft Secondary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
460,Full-Time Summer Custodian - Moorcroft,4/8/2026,Moorcroft Secondary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
461,Full-Time Summer Custodian - Hulett,4/8/2026,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
462,Summer Grounds - Sundance,4/8/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
463,Summer Grounds - Moorcroft,4/8/2026,Moorcroft Secondary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
464,Summer Grounds - Hulett,4/8/2026,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
465,K-12 Music Teacher,4/8/2026,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
466,Custodian - MES,4/8/2026,Moorcroft Elementary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
467,Head High School Track Coach - SS,4/7/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
468,Junior High Girls Wrestling Coach - SS,4/7/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
469,Junior High Girls Wrestling Coach - HS,4/7/2026,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
470,Junior High Boys Wrestling Coach - HS,4/7/2026,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
471,Assistant High School Football Coach - HS,4/7/2026,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
472,Head High School Girls Basketball Coach - SS,4/7/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
473,Transportation Coordinator,4/7/2026,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
474,Maintenance,3/19/2026,Moorcroft Elementary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
475,Route Bus Driver,3/9/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
476,Special Education Teacher,2/24/2026,Moorcroft Elementary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
477,Activities Director/Supervisor,2/11/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
478,Route Bus Driver,2/11/2026,Moorcroft Secondary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
479,Route Bus Driver,1/19/2026,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
480,Substitute Custodian,8/6/2025,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
481,Substitute Custodian,8/6/2025,Moorcroft Secondary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
482,Substitute Custodian,8/6/2025,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
483,Substitute Teacher,8/6/2025,Sundance Elementary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
484,Substitute Teacher,8/6/2025,Moorcroft Elementary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
485,Substitute Teacher,8/6/2025,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
486,Substitute & Activity Bus Drivers,8/6/2025,Sundance Secondary,"Sundance, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
487,Substitute & Activity Bus Drivers,8/6/2025,Moorcroft Secondary,"Moorcroft, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
488,Substitute & Activity Bus Drivers,8/6/2025,Hulett K-12,"Hulett, Wyoming",https://crook1.schoolspring.com/,Crook County School District 1,4/10/2026
489,Secondary English Teacher [TC11],4/8/2026,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
490,School Nurse [XT36],4/7/2026,GILCHRIST ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
491,Math Teacher [ TC23],4/7/2026,MCCORMICK JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
492,Assistant Volleyball Coach - 3 positions [C136],4/7/2026,CENTRAL HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
493,Assistant Football Coach -  2 positions [C088],4/7/2026,CENTRAL HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
494,Assistant Tennis Coach [C132],4/6/2026,CENTRAL HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
495,JROTC Instructor {TC25],4/6/2026,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
496,Family and Consumer Science Teacher [TC13],4/3/2026,CENTRAL HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
497,Building Substitute [TS72],4/2/2026,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
498,Substitute Transportation Assistant [S051],4/1/2026,Laramie County School District 1,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
499,Substitute Transportation Driver [S050],4/1/2026,Laramie County School District 1,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
500,Reading Strategies Teacher [TB08],4/1/2026,MCCORMICK JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
501,Secondary Math Teacher [TC23],4/1/2026,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
502,Secondary English Teacher [TC11],4/1/2026,CENTRAL HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
503,Tech Ed 8th Grade Wood Shop Teacher [TC48],3/30/2026,CAREY JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
504,Family and Consumer Science Teacher [TC13],3/30/2026,JOHNSON JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
505,"Agriculture Education Teacher, FFA Advisor [TC02]",3/30/2026,CENTRAL HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
506,Office Manager,3/20/2026,PODER ACADEMY ELEMENTARY,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
507,Assistant Cross Country Coach [C082],3/17/2026,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
508,Assistant Tennis Coach [C132],3/6/2026,EAST HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
509,Head Cheer Coach [C106],3/6/2026,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
510,Elementary Assistant Track Coach [C190],3/4/2026,JESSUP ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
511,Elementary Assistant Track Coach [C190],3/4/2026,WILLADSEN ELEMENTARY SCHOOL,"Granite Canyon, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
512,Elementary Assistant Track Coach [C190],3/4/2026,ARP ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
513,Paraeducator Special Education [XP08],3/4/2026,ROSSMAN ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
514,School Nurse - 2026/2027 Contract Year,2/19/2026,PODER/PASS ACADEMY,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
515,Middle School Science Teacher (7th and 8th) - 2026/2027 Contract Year,2/19/2026,PODER ACADEMY SECONDARY (PASS),"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
516,Secondary Math Teacher - 2026/2027 Contract Year,2/19/2026,PODER ACADEMY SECONDARY (PASS),"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
517,Building Interventionist/Sub - 2026/2027 contract year,2/19/2026,PODER ACADEMY SECONDARY (PASS),"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
518,SPED Teacher,2/17/2026,PODER ACADEMY ELEMENTARY,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
519,Occupational Therapist [XT06],2/17/2026,Laramie County School District 1,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
520,Custodial-Head Class 4 - Remainder of the 2025/2026 Contract Year only[CU07],2/17/2026,DEMING ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
521,Custodial-Assistant Head Custodian - Class 5 [CU02],2/17/2026,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
522,Custodial - Head Class 5 [CU02],2/17/2026,MCCORMICK JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
523,Custodial - Head Class 5 [CU02],2/17/2026,JOHNSON JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
524,School Custodian/Maintenance,2/9/2026,PODER ACADEMY SECONDARY (PASS),"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
525,Enrollment Marketing and Community Outreach Coordinator,2/9/2026,PODER/PASS ACADEMY,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
526,Physical Therapy Assistant [XI03],2/9/2026,Laramie County School District 1,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
527,Student Sweeper [ST05],2/6/2026,MCCORMICK JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
528,Elementary K-6 Teacher,2/5/2026,PODER ACADEMY ELEMENTARY,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
529,Physical Education,2/5/2026,PODER ACADEMY ELEMENTARY,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
530,Sub-Custodian [S010],2/3/2026,Laramie County School District 1,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
531,Custodial - Head Class 4 [CU07],2/2/2026,TRIUMPH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
532,Custodial - Head Class 5 [CU08],1/16/2026,CAREY JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
533,We The People Sponsor,11/18/2025,SOUTH HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
534,Student Sweeper [ST05],11/7/2025,AFFLERBACH ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
535,Student Sweeper [ST05],11/7/2025,ARP ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
536,Student Sweeper [ST05],11/7/2025,BAGGS ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
537,Student Sweeper [ST05],11/7/2025,BUFFALO RIDGE ELEMENTARY SCHL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
538,Student Sweeper [ST05],11/7/2025,DILDINE ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
539,Student Sweeper [ST05],11/7/2025,GILCHRIST ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
540,Student Sweeper [ST05],11/7/2025,HENDERSON ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
541,Student Sweeper [ST05],11/7/2025,PRAIRIE WIND ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
542,Student Sweeper [ST05],11/7/2025,CAREY JUNIOR HIGH SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
543,Physical Therapist [XT07],10/23/2025,Laramie County School District 1,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
544,Paraprofessional,10/20/2025,PODER ACADEMY SECONDARY (PASS),"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
545,Assistant - Speech Language Pathology [XI02],9/11/2025,HOBBS ELEMENTARY SCHOOL,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
546,Speech Language Pathologist [XT14],8/8/2025,Laramie County School District 1,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
547,Applicant Pool - Substitute Teacher [S035],7/31/2025,SUBSTITUTE TEACHERS,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
548,Paraeducator Sign Support [XP05],6/26/2025,BUILDING TO BE DETERMINED,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
549,School Psychologist [XA01],6/17/2025,BUILDING TO BE DETERMINED,"Cheyenne, Wyoming",https://laramie1.schoolspring.com/,Laramie County School District 1,4/10/2026
550,Journey/Pineview PE Classroom Teacher for the 2026-2027 School Year Only,4/8/2026,Journey Elementary,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
551,Substitute Custodian,4/8/2026,Human Resources,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
552,Substitute Nurse,4/8/2026,Human Resources,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
553,Midwest Summer Grounds Worker,4/8/2026,Midwest Schools,"Midwest, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
554,District Assistant Elementary Principal to begin the 2026-27 School Year,4/8/2026,Curriculum and Instruction,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
555,Lincoln 4th Grade Teacher for the 26-27 School Year Only,4/7/2026,Lincoln Elementary,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
556,CCA Language Arts Teacher for the 26-27 school year only,4/7/2026,Casper Classical Academy,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
557,CCA Assistant Principal Middle Level,4/6/2026,Casper Classical Academy,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
558,Verda James Special Education Resource Teacher to Begin the 2026-27 School Year,4/6/2026,Verda James Elementary,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
559,CMS Football Coach,4/2/2026,Centennial Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
560,Paradise Valley Special Education Resource Teacher Beginning the 2026-27 School Year,4/1/2026,Paradise Valley Elementary,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
561,District Custodian,4/1/2026,Plant/Maintenance,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
562,Seasonal Grounds Worker,4/1/2026,Plant/Maintenance,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
563,Administrative Specialist for Enrollment,4/1/2026,Human Resources,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
564,Evansville Classroom Teacher for the 2026-27 School Year Only,3/31/2026,Evansville Elementary,"Evansville, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
565,Poison Spider PE Teacher/Tutor for the 2026-27 School Year Only,3/31/2026,Poison Spider K-8,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
566,Lincoln 5th Grade Teacher for the 26-27 School Year Only,3/30/2026,Lincoln Elementary,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
567,Chief Financial Officer,3/27/2026,Natrona County School District,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
568,Fort Caspar Academy Special Education Resource Teacher Beginning the 2026-27 School Year,3/23/2026,Fort Caspar Academy,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
569,Poison Spider Special Education Resource Teacher to Begin 26-27 School Year,3/23/2026,Poison Spider K-8,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
570,Dean Morgan Math Teacher for the 26-27 School Year Only,3/23/2026,Dean Morgan Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
571,Dean Morgan Special Education Teacher beginning 26-27 school year,3/23/2026,Dean Morgan Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
572,CYMS Classroom Teacher- Fine Arts (Art) for the 2026-2027 School Year Only,3/20/2026,CY Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
573,Southridge Elementary-Special Education Teacher Beginning for the 2026-2027 School Year,3/20/2026,Southridge Elementary,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
574,District Special Education Teacher to begin the 2026-2027 School Year,3/20/2026,Special Education Services Center,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
575,Audiologist to begin the 2026-2027 School Year,3/19/2026,Special Education Services Center,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
576,CMS Head Track Coach,3/19/2026,Centennial Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
577,Physical Therapist to begin 2026-2027 School Year,3/18/2026,Special Education Services Center,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
578,Centennial Track Aide,3/13/2026,Centennial Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
579,School Psychologist to begin 2026-2027 School Year,3/3/2026,Special Education Services Center,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
580,NCHS Head Volleyball Coach,2/23/2026,Natrona County High School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
581,KWHS Student Information Technology Worker,2/20/2026,Kelly Walsh High School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
582,NCHS Student Information Technology Worker,2/20/2026,Natrona County High School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
583,Substitute Bus Driver,2/13/2026,Transportation,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
584,CMS Soccer Aide,2/3/2026,Centennial Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
585,Verda James Elementary Dual Language Immersion (Spanish) Teacher Beginning the 2026-27 School Year,2/2/2026,Verda James Elementary,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
586,Centennial Head Girls Soccer Coach,1/16/2026,Centennial Middle School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
587,KWHS - Marine Instructor (MI) OR Senior ROTC Marine Instructor (SMI),7/10/2025,Kelly Walsh High School,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
588,Education Interpreter,5/1/2025,Special Education Services Center,"Casper, Wyoming",https://natronaschools.schoolspring.com/,Natrona School District 1,4/10/2026
589,Technology Summer Employee,4/7/2026,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
590,Custodian,3/23/2026,Burns Jr./Sr. High School,"Burns, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
591,Technology Coordinator,3/18/2026,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
592,District PowerSchool Administrator,3/17/2026,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
593,School Psychologist 2026-2027 School Year,3/12/2026,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
594,Speech-Language Pathologist 2026-27 School Year,3/12/2026,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
595,Part Time Elementary Teacher 2026-27 School Year,3/12/2026,Albin Elementary,"Albin, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
596,Summer Groundskeeper,3/10/2026,Pine Bluffs Jr./Sr. High School,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
597,World Language Teacher 2026-2027 school year,3/2/2026,Burns Jr./Sr. High School,"Burns, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
598,Assistant High School Football Coach,2/24/2026,Burns Jr./Sr. High School,"Burns, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
599,Secondary Math Teacher for 2026-2027 School Year,2/18/2026,Burns Jr./Sr. High School,"Burns, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
600,Elementary Teacher 2026-27 School Year,2/2/2026,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
601,Industrial Arts Teacher 2026-27 School Year,1/8/2026,Pine Bluffs Jr./Sr. High School,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
602,Assistant JH Volleyball Numbers Coach,12/2/2025,Burns Jr./Sr. High School,"Burns, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
603,Substitute School Nurse,9/15/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
604,ELL Parent Translator Contactor,9/15/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
605,Assistant JH Football Coach,8/5/2025,Burns Jr./Sr. High School,"Burns, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
606,ELL Paraprofessional,6/10/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
607,Sub Paraprofessional,1/30/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
608,Sub Custodian,1/30/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
609,Substitute Cook,1/30/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
610,Substitute Teacher,1/30/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
611,Substitute Bus Driver,1/30/2025,LARAMIE COUNTY SD #2,"Pine Bluffs, Wyoming",https://laramie2.schoolspring.com/,Laramie County School District 2,4/10/2026
