,title,date_posted,position,location,url,District,Archive_Date
288,Resource Teacher,11/4/2025,Certified Staff/,Pilot Butte Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
289,Resource Teacher,4/8/2026,Certified Staff/,Rock Springs Junior High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
290,Alternative Behavior Program Teacher,11/4/2025,Certified Staff/,Rock Springs High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
291,Alternative Communication Program (ACP) Teacher,11/4/2025,Certified Staff/,Rock Springs High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
292,Alternative Behavior Program (ABP),11/5/2025,Certified Staff/,Sage Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
293,Alternative Academic-Daily Living Skills Program Teacher,10/22/2025,Certified Staff/,Rock Springs High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
294,Alternative Communications Program,2/11/2026,Certified Staff/,Stagecoach Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
295,Alternative Behavior Program (ABP) Teacher,3/12/2026,Certified Staff/,Stagecoach Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
296,Alternative Communications Program (ACP) Teacher,3/10/2026,Certified Staff/,Rock Springs Junior High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
297,Speech and Language Pathologist (3),3/31/2026,Certified Staff/,District Wide,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
298,Title One Teacher,2/17/2026,Certified Staff/,Eastside Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
299,Bus Driver/Classroom Paraprofessional,8/11/2025,Combined Positions/,Desert Elementary (Wamsutter),https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
300,Substitute - Head Start,6/12/2018,Head Start,Overland Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
301,Maintenance Technician,1/6/2026,Maintenance/Custodial,Maintenance,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
302,Project Supervisor,3/31/2026,Maintenance/Custodial,Maintenance,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
303,Custodian,3/3/2026,Maintenance/Custodial/,Overland Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
304,Activities Lead/ Full Time Custodian,3/3/2026,Maintenance/Custodial/,District Wide,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
305,Nutrition Services Assistant,1/27/2026,Nutrition Services/,Rock Springs High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
306,Nutrition Services Substitute,7/18/2024,Nutrition Services/,District Wide,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
307,Classroom Paraprofessional,4/8/2026,Paraprofessional/,Walnut Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
308,ELL Paraprofessional,12/1/2025,Paraprofessional/,Rock Springs Junior High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
309,ELL Paraprofessional,1/29/2026,Paraprofessional/,Desert View Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
310,ELL Paraprofessional,3/23/2026,Paraprofessional/,Walnut Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
311,Itinerant Paraprofessional/Testing Assistant,1/20/2026,Paraprofessional/,District Wide,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
312,Resource Room Paraprofessional,8/21/2025,Paraprofessional/,Rock Springs Satellite High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
313,Resource Room Paraprofessional (2),9/10/2025,Paraprofessional/,Rock Springs High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
314,Resource Paraprofessional,3/17/2026,Paraprofessional/,Sage Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
315,Special Education Paraprofessional,4/8/2026,Paraprofessional/,Lowell School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
316,High School Special Education Paraprofessional and Daycare Assistant - Overland/RSHS,4/7/2026,Paraprofessional/,Overland/RSHS,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
317,High School Special Education Paraprofessional and Daycare Assistant - Overland/RSHS,4/7/2026,Paraprofessional/,Overland/RSHS,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
318,One-On-One Paraprofessional,3/30/2026,Paraprofessional/,Pilot Butte Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
319,Special Programs (Alternative Academics Program) Paraprofessional,3/23/2026,Paraprofessional/,Rock Springs High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
320,Special Programs Paraprofessional (Alternative Communications Program),2/18/2026,Paraprofessional/,Rock Springs Junior High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
321,Alternative Behavior Special Programs One-on-One Paraprofessional,3/5/2026,Paraprofessional/,Eastside Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
322,Alternate Academic Special Programs One-on-One Paraprofessional,3/16/2026,Paraprofessional/,Eastside Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
323,One-On-One Paraprofessional,3/16/2026,Paraprofessional/,Eastside Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
324,Special Programs One-on-One Paraprofessional,11/24/2025,Paraprofessional/,Rock Springs High School,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
325,Certified Substitute School Nurse,10/3/2019,Substitute,District Wide,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
326,BOCES Part Time Building Substitute Teacher (2) - One Year Only,6/5/2025,Substitute/,Overland Elementary,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
327,2025-2026 Substitute Teacher - Part-Time,7/7/2025,Substitute/,District Wide,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
328,Over The Road Activity Bus Driver,11/3/2025,Transportation/,Transportation,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
329,Bus Aide,2/4/2026,Transportation/,Transportation,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
330,Part-Time Bus Driver (26 Hours/Week),1/19/2026,Transportation/,Transportation,https://www.applitrack.com/sweetwater/onlineapp/default.aspx?all=1,Sweetwater County School District 1,4/10/2026
331,GRHS Assistant Girls Soccer Coach,6/5/2025,Athletics/Activities/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
332,GRHS Head Football Coach,3/26/2026,Athletics/Activities/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
333,GRHS Head Boys Swimming Diving Coach,3/26/2026,Athletics/Activities/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
334,GRHS Head Girls Swimming Diving Coach,3/26/2026,Athletics/Activities/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
335,GRHS Head Cheer Coach,3/26/2026,Athletics/Activities/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
336,Half-Time Drama Teacher - One Year Only,3/23/2026,High School Teaching/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
337,Social Studies Teacher,3/25/2026,High School Teaching/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
338,Special Education Teacher (Grades 9-12),3/23/2026,High School Teaching/,Green River High School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
339,Substitute Custodian,7/10/2025,Maintenance/Custodial/,Maintenance Department,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
340,Special Education Teachers (Grades 6-8),3/25/2026,Middle School Teaching/,Lincoln Middle School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
341,Substitute Nutrition Services,7/10/2025,Nutrition Services/,Nutrition Services Department,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
342,English Language Learning Paraprofessional,10/13/2025,Paraprofessional/,Monroe Elementary School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
343,Student Summer Maintenance Worker,3/19/2026,Student Maintenance Worker/,Maintenance Department,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
344,Substitute Teacher,7/10/2025,Substitute/,Central Office,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
345,Substitute Teacher Aide,7/10/2025,Substitute/,Central Office,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
346,ELL Paraprofessional,4/1/2026,Support Staff/,Lincoln Middle School,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
347,Substitute Mechanic,3/26/2026,Transportation,Transportation Department,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
348,Bus Aide,4/1/2026,Transportation/,Transportation Department,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
349,Bus Driver,4/1/2026,Transportation/,Transportation Department,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
350,Substitute Bus Driver,7/10/2025,Transportation/,Transportation Department,https://www.applitrack.com/swcsd2/onlineapp/default.aspx?all=1,Sweetwater County School District 2,4/10/2026
351,High School Head Boys Basketball Coach,3/18/2026,Athletics/Activities/,TCSD Schools,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
352,K-2 Elementary Dual Immersion Teacher-Spanish Instruction,2/25/2026,Elementary School Teaching/,Munger Mountain Elementary,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
353,3-5 Elementary Dual Immersion Teacher-Spanish Instruction,2/25/2026,Elementary School Teaching/,Munger Mountain Elementary,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
354,K-5 Elementary Dual Immersion Teacher-English Instruction,2/25/2026,Elementary School Teaching/,Munger Mountain Elementary,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
355,K-5 Elementary Teacher,3/16/2026,Elementary School Teaching/,Jackson Elementary School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
356,Performing Arts Teacher,3/18/2026,High School Teaching/,Jackson Hole High School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
357,High School Social Studies Teacher,3/13/2026,High School Teaching/,Jackson Hole High School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
358,Middle School STEM Teacher,3/13/2026,Middle School Teaching/,Jackson Hole Middle School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
359,Instructional Para,12/18/2025,Paraprofessional/,Kelly Elementary School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
360,Credit Recovery Para,4/8/2026,Paraprofessional/,Summit High School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
361,Special Education Paraprofessional Grades K-5,2/4/2026,Paraprofessional/,Munger Mountain Elementary,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
362,Special Education Paraprofessional(s) Grades 6-12,9/18/2025,Paraprofessional/,Jackson Hole High School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
363,Spanish Language Translator/Intrepreter / School Administrative Assitant,4/7/2026,Secretarial/Clerical/,Jackson Elementary School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
364,9-12 Secondary Special Education Teacher,2/19/2026,Student Support Services,Jackson Hole High School,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
365,Special Education TVI Student Certified Aide,4/9/2026,Student Support Services/,TCSD Schools,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
366,Special Education Permanent Support Specialist (Permanent Substitute),4/7/2026,Substitute/,TCSD Schools,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
367,Substitute Teachers/Nurses,2/11/2020,Substitute/,TCSD Schools,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
368,Long Term Sub Elementary Social Worker/School Counselor,2/25/2026,Substitute/,Munger Mountain Elementary,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
369,Long Term Sub Kindergarten Dual Immersion Teacher-Spanish Instruction,2/25/2026,Substitute/,Munger Mountain Elementary,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
370,Substitute Para/Secretary,2/11/2020,Substitute/,TCSD Schools,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
371,Walking School Bus,10/29/2025,Transportation/,Transportation,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
372,Substitute Bus Drivers,10/29/2019,Transportation/,Transportation,https://www.applitrack.com/tcsd/onlineapp/default.aspx?all=1,Teton County School District 1,4/10/2026
373,Dean of Students,3/25/2026,Administration/,Evanston High School,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
374,Director of Special Education,3/16/2026,Administration - District Level/,Education Service Center,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
375,Instrumental Music/Strings Teacher,3/10/2026,District Wide Schools/,District Wide,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
376,Elementary Teacher,3/9/2026,Elementary School Teaching/,District Wide,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
377,Secondary Math Teacher,2/12/2026,High School / Secondary Teaching/,Evanston High School & Davis Middle School,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
378,Executive Assistant - Office of the Superintendent,2/4/2026,Secretarial/Clerical/,Education Service Center,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
379,SPED Elementary Resource Teacher,3/25/2026,Student Support Services/,Clark Elementary,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
380,Speech-Language Pathologist,1/30/2026,Student Support Services/,District Wide,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
381,Speech Language Pathologist Assistant,4/9/2026,Student Support Services/,District Wide,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
382,Bus Drivers and Substitute Bus Drivers,1/9/2026,Support Staff/,Transportation,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
383,Part-time Food Service Specialist,4/8/2026,Support Staff/,Evanston High School,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
384,Full-time and Part-time Classroom Aides and SPED Paraprofessionals,7/16/2025,Support Staff/,District Wide,https://www.applitrack.com/uinta/onlineapp/jobpostings/view.asp?all=1,Uinta County School District 1,4/10/2026
385,Alternative High School Principal / Counselor,3/24/2026,Administration/,White Hawk Academy,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
386,Full-Time Lifeguard,12/9/2025,Aquatic Center Staff/,Worland Aquatic Center,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
387,Lifeguard - HS Student,1/8/2024,Aquatic Center Staff/,Worland Aquatic Center,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
388,HS Assistant Cheer Coach,4/29/2025,Athletics/Activities,Worland High School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
389,HS Assistant Volleyball Coach,3/26/2026,Athletics/Activities,Worland High School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
390,HS Assistant Indoor Track Coach,3/26/2026,Athletics/Activities,Worland High School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
391,HS Assistant Boys Basketball Coach,3/26/2026,Athletics/Activities,Worland High School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
392,HS Head Girls Wrestling Coach,3/26/2026,Athletics/Activities,Worland High School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
393,MS Assistant Volleyball Coach,3/26/2026,Athletics/Activities,Worland Middle School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
394,MS Assistant Football Coach,3/26/2026,Athletics/Activities,Worland Middle School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
395,MS Assistant Wrestling Coach,3/26/2026,Athletics/Activities,Worland Middle School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
396,MS Head Cross Country Coach,3/26/2026,Athletics/Activities,Worland Middle School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
397,MS Head Volleyball Coach,3/26/2026,Athletics/Activities,Worland Middle School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
398,HS Assistant Girls Basketball Coach,3/27/2026,Athletics/Activities,Worland High School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
399,Elementary Teacher,12/9/2025,Elementary School Teaching,8/5/2026,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
400,Special Education Life Skills Teacher,1/27/2026,Elementary School Teaching,8/3/2026,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
401,Alternative High School Teacher,12/16/2025,High School Teaching,White Hawk Academy,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
402,6-12 Chorus Teacher,4/7/2026,High School Teaching/,Worland High School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
403,Secondary Social Studies Teacher (with coaching available),3/6/2026,High School Teaching/,NA,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
404,Middle School Mathematics Teacher,3/30/2026,Middle School Teaching,Worland Middle School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
405,Secondary Science Teacher,3/10/2026,Middle School Teaching/,Worland Middle School,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
406,SLP-Assistant,5/14/2025,Special Education Services,Education Resource Center,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
407,Special Education Teacher,12/2/2025,Special Education Services,8/3/2026,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
408,Speech Language Pathologist,12/18/2024,Special Education Services,Education Resource Center,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
409,Elementary Counselor,3/4/2026,Student Support Services/,East Side Elementary,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
410,Substitute Bus Driver,7/1/2021,Substitute/,Bus Barn,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
411,Substitute Cook,11/4/2020,Substitute/,District,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
412,Substitute Housekeeper,1/21/2019,Substitute/,NA,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
413,Substitute Paraeducator,3/2/2016,Substitute/,NA,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
414,Substitute Teacher,3/2/2016,Substitute/,NA,https://www.applitrack.com/washakie1/onlineapp/default.aspx?all=1,Washakie County School District 1,4/10/2026
415,Special Education Teacher,3/18/2026,Certified,Dubois K-12 School,https://fremont2.tedk12.com/hire/index.aspx,Fremont County School District 2,4/10/2026
416,Administrative Assistant: K-12 Secretary,3/18/2026,Classified,Dubois K-12 School,https://fremont2.tedk12.com/hire/index.aspx,Fremont County School District 2,4/10/2026
417,2025-2026 Drama Club Sponsor Assistant,12/22/2025,Coaching,Dubois K-12 School,https://fremont2.tedk12.com/hire/index.aspx,Fremont County School District 2,4/10/2026
418,Substitute Custodian/Food Service,2/1/2025,Classified,Dubois K-12 School,https://fremont2.tedk12.com/hire/index.aspx,Fremont County School District 2,4/10/2026
419,Substitute Bus Driver,4/1/2024,Classified,Bus Barn,https://fremont2.tedk12.com/hire/index.aspx,Fremont County School District 2,4/10/2026
420,Substitute - Classified -  Para/Secretary,4/1/2024,Classified,Dubois K-12 School,https://fremont2.tedk12.com/hire/index.aspx,Fremont County School District 2,4/10/2026
421,Substitute Teaching,4/1/2024,Substitute,Dubois K-12 School,https://fremont2.tedk12.com/hire/index.aspx,Fremont County School District 2,4/10/2026
422,Special Education Teacher - Trail Elementary School,4/8/2026,Special Education,Trail Elementary School,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
423,Head Custodian - Southeast Schools,4/8/2026,Maintenance,Southeast Schools,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
424,Custodian (fulltime) - Southeast Schools,4/8/2026,Maintenance,Southeast Schools,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
425,Custodian (fulltime) - Torrington High School,4/7/2026,Maintenance,Torrington High School,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
426,Teacher - Secondary Math - Torrington Middle School,4/2/2026,Secondary Certified,Torrington Middle School,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
427,Summer Mower - Temporary District Position,3/30/2026,Maintenance,District Maintenance,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
428,Substitute Cook,3/4/2026,Food Service,District Food Services,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
429,Speech Language Pathologist - District,3/1/2026,Specialist - Certified,Office of Special Services,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
430,Bus Driver/ Sub Bus Driver,1/1/2026,Bus Driver,Transportation Services,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
431,Future Administrative Positions,1/1/2026,Administrative - building,Central Administration Office,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
432,Future Substitute Teacher Positions,1/1/2026,Substitute,Central Administration Office,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
433,Future Classified Positions,1/1/2026,Support,Central Administration Office,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
434,Future Certified Positions,1/1/2026,K-12,Central Administration Office,https://goshen.tedk12.com/hire/index.aspx#aJobListings,Goshen County School District 1,4/10/2026
435,Technology Summer Employee,4/7/2026,Summer,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
436,Custodian,3/23/2026,Custodial,Burns Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
437,Technology Coordinator,3/18/2026,District Administrative,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
438,District PowerSchool Administrator,3/17/2026,Classified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
439,School Psychologist 2026-2027 School Year,3/12/2026,Certified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
440,Speech-Language Pathologist 2026-27 School Year,3/12/2026,Certified,District,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
441,Part Time Elementary Teacher 2026-27 School Year,3/12/2026,Certified,Albin Elementary,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
442,Summer Groundskeeper,3/10/2026,Summer,Pine Bluffs Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
443,World Language Teacher 2026-2027 school year,3/2/2026,Certified,Burns Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
444,Assistant High School Football Coach,2/24/2026,Coaching,Burns Jr./Sr. High School,https://laramie2.tedk12.com/hire/index.aspx,Laramie County School District 2,4/10/2026
