"X","title","date_posted","position","location","url","District","Archive_Date"
74,"Douglas Rural Schools Special Education Paraprofessional","12/15/2025","Support Staff/","Shawnee Rural School","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","2025-12-26"
75,"Substitute Bus Driver","7/29/2025","Transportation/","Transportation","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","2025-12-26"
76,"Bus Driver","7/28/2025","Transportation/","Transportation","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","2025-12-26"
77,"Substitute Crossing Guard","7/29/2025","Transportation/","Transportation","https://www.applitrack.com/ccsd1/onlineapp/default.aspx?all=1","Converse County School District 1","2025-12-26"
78,"Assistant 8th Volleyball Coach","5/22/2025","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
79,"Assistant Swim Coach","9/26/2025","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
80,"Assistant Wrestling Coach","9/26/2025","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
81,"Head Softball Coach","9/26/2025","Athletics/Activities/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
82,"Head Girls Soccer Coach","10/31/2025","Athletics/Activities/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
83,"Head Girls Soccer Coach","10/31/2025","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
84,"Boys Soccer Coach","11/11/2025","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
85,"Assistant Girls Soccer Coach","12/16/2025","Athletics/Activities/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
86,"Head 7th Volleyball Coach","12/16/2025","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
87,"Head 8th Volleyball Coach","12/19/2025","Athletics/Activities/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
88,"Family and Consumer Science Teacher","12/11/2025","Certified Teaching/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
89,"Nutritional Service Worker - 3 Hour Position","12/4/2025","Food Service/","Lander Middle School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
90,"Auditorium Manager","12/12/2025","Maintenance/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
91,"Job Training Facilitator","12/4/2025","Student Support Services/","Lander Valley High School","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
92,"Substitute Custodian (at-will)","6/11/2025","Substitute/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
93,"Substitute Nurse (at-will)","6/11/2025","Substitute/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
94,"Substitute Nutritional Service Worker (at-will)","6/11/2025","Substitute/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
95,"Substitute - classrooms (at-will)","6/11/2025","Substitute/","District-wide","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
96,"Substitute Bus/Activity Driver (at-will)","6/11/2025","Substitute/","Central Services","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
97,"Lights On Early Bird Leader","12/10/2025","Temporary/","Baldwin Creek Elementary","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
98,"Lights On Early Bird Leader","9/30/2025","Temporary/","Lights On","https://www.applitrack.com/fremontwy/onlineapp/jobpostings/view.asp?all=1","Fremont County School District 1","2025-12-26"
99,"MTSS (Multi-Tiered System of Support) Coordinator (K-8)","6/30/2025","Elementary School Teaching/","Fremont County School District 21","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21","2025-12-26"
100,"Substitute Custodians","9/28/2021","Maintenance/Custodial/","Fort Washakie Elementary","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21","2025-12-26"
101,"Substitute Cooks","10/6/2025","Student Support Services/","Fort Washakie Elementary","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21","2025-12-26"
102,"Speech/Language Pathologist - Open until filled","7/23/2025","Student Support Services/","Fremont County School District 21","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21","2025-12-26"
103,"Substitute Teacher","9/12/2023","Substitute/","Fort Washakie Elementary","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21","2025-12-26"
104,"Paraprofessional","9/10/2024","Support Staff/","Fremont County School District 21","https://www.applitrack.com/fortwashakieschool/onlineapp/default.aspx?all=1","Fremont County School District 21","2025-12-26"
105,"Special Education Paraprofessionals with Possible Apprenticeship 2025-2026","12/18/2025","Support Staff/","Special Ed Dept","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
106,"High School Boys and Girls Wrestling Assistant Coach","12/4/2025","Athletics/Activities/","Shoshoni JH/HS","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
107,"Bus Driver Substitutes 2025-2026","8/8/2025","Substitute/","K-12 Schoolwide","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
108,"Cooks Helper Substitutes 2025-2026","8/8/2025","Substitute/","District Office","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
109,"Custodian Substitutes 2025-2026","8/8/2025","Substitute/","District Wide","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
110,"Substitute School Nurse 2025-2026","8/8/2025","Substitute/","K-12 Schoolwide","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
111,"Substitute Teacher 2025-2026","8/8/2025","Substitute/","K-12 Schoolwide","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
112,"Substitute Daycare Assistant 2025-2026","8/8/2025","Substitute/","K-12 Schoolwide","https://www.applitrack.com/fremont24/onlineapp/default.aspx?all=1","Fremont County School District 24","2025-12-26"
114,"High School Assistant Volleyball Coach","3/24/2025","Athletics/Activities","Wind River High School","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6","2025-12-26"
115,"Athletic Coach","8/21/2025","Athletics/Activities","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6","2025-12-26"
116,"Custodian","12/17/2024","Maintenance/Custodial/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6","2025-12-26"
117,"Maintenance/Custodian","7/30/2025","Maintenance/Custodial/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6","2025-12-26"
118,"Substitute Teacher","8/20/2024","Substitute/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6","2025-12-26"
119,"Substitute Para/Custodian/Food Service","11/14/2024","Substitute/","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6","2025-12-26"
120,"Bus Driver","3/10/2025","Support Staff","Wind River Schools","https://www.applitrack.com/fre6/onlineapp/default.aspx?all=1","Fremont County School District 6","2025-12-26"
121,"Shoshone Language Teacher","8/7/2025","Elementary School Teaching","Wyoming Indian Elementary School","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
122,"Substitute School Nurse","7/23/2020","Student Health Services/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
123,"Substitute Teacher - Classroom","10/9/2018","Substitute Certified/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
124,"Substitute Cook","10/10/2018","Substitute Non Certified/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
125,"Substitute Custodian","9/9/2019","Substitute Non Certified/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
126,"Paraprofessional","11/14/2025","Support Staff/","Wyoming Indian Middle School","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
127,"Special Education Paraprofessional","11/14/2025","Support Staff/","Wyoming Indian Middle School","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
128,"Bus Driver","9/18/2023","Transportation/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
129,"Substitute Bus Driver","7/9/2021","Transportation/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
130,"Grandparent Consultant","12/13/2022","Tutors/","District Wide","https://www.applitrack.com/fremont14/onlineapp/default.aspx?all=1","Fremont County School District 14","2025-12-26"
132,"Assistant Girls Soccer Coach","12/23/2025","Athletics/Activities/","Powell High School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
133,"Associate Custodian/Assistant Cook","12/23/2025","Dual Position Support/","Powell High School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
134,"Assistant Cook","12/23/2025","Food Service/","Powell High School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
135,"Associate Custodian","12/23/2025","Maintenance/Custodial/","Powell High School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
136,"Elementary Paraeducator","12/16/2025","Para-Educator/","Parkside Elementary School","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
137,"Substitute School Nurse","9/18/2025","Student Support Services/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
138,"Substitute Teacher","7/3/2024","Substitute/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
139,"Substitute Custodian","7/3/2024","Substitute Support Services/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
140,"Substitute Para-Educator","7/3/2024","Substitute Support Services/","District-Wide K-12","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
141,"Substitute Bus Driver","9/27/2021","Transportation/","Transportation Department","https://www.applitrack.com/park1/onlineapp/default.aspx?all=1","Park County School District 1","2025-12-26"
142,"Assistant Girls Wrestling Coach","10/6/2025","Athletics/Activities/","Cody High School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
143,"School Nutrition Assistant (Part Time)","7/16/2025","Food Services/","Sunset Elementary School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
144,"Part Time Custodian","10/27/2025","Maintenance/Custodial/","Wapiti Elementary School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
145,"Mental Health Counselor","11/19/2025","Student Support Services/","District Wide","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
146,"Board Certified Behavior Analyst","2/7/2025","Student Support Services/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
147,"Substitute Paraeducator (Aide) 2025-2026 School Year","7/16/2025","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
148,"Substitute Custodian 2025-2026 School Year","7/16/2025","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
149,"Substitute Nurse 2025-2026 School Year","7/16/2025","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
150,"Substitute Teacher 2025-2026 School Year","7/16/2025","Substitute/","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
151,"Elementary Title I Paraeducator","11/19/2025","Support Staff/","Livingston Elementary School","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
152,"Route Driver","7/16/2025","Transportation","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
153,"Bus Aide","7/16/2025","Transportation","All Schools","https://www.applitrack.com/park6/onlineapp/default.aspx?all=1","Park County School District 6","2025-12-26"
154,"TRMS Assistant Boys Basketball Coach","8/14/2024","Athletics/Activities/","Tongue River Middle School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","2025-12-26"
155,"TRHS Head Track Coach","6/3/2025","Athletics/Activities/","Tongue River High School","https://www.applitrack.com/sheridanwy/onlineapp/default.aspx?all=1","Sheridan County School District 1","2025-12-26"
